"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"02/10/2020 00:00 - 02/10/2020 00:15","BZN|NL","11466.40","12389.90"
"02/10/2020 00:15 - 02/10/2020 00:30","BZN|NL","11350.08","12244.37"
"02/10/2020 00:30 - 02/10/2020 00:45","BZN|NL","11169.03","12109.37"
"02/10/2020 00:45 - 02/10/2020 01:00","BZN|NL","11027.35","11983.24"
"02/10/2020 01:00 - 02/10/2020 01:15","BZN|NL","10901.02","11841.57"
"02/10/2020 01:15 - 02/10/2020 01:30","BZN|NL","10770.70","11734.98"
"02/10/2020 01:30 - 02/10/2020 01:45","BZN|NL","10681.20","11636.90"
"02/10/2020 01:45 - 02/10/2020 02:00","BZN|NL","10589.70","11541.64"
"02/10/2020 02:00 - 02/10/2020 02:15","BZN|NL","10589.83","11469.26"
"02/10/2020 02:15 - 02/10/2020 02:30","BZN|NL","10541.68","11432.33"
"02/10/2020 02:30 - 02/10/2020 02:45","BZN|NL","10494.93","11395.40"
"02/10/2020 02:45 - 02/10/2020 03:00","BZN|NL","10466.62","11366.59"
"02/10/2020 03:00 - 02/10/2020 03:15","BZN|NL","10445.44","11354.75"
"02/10/2020 03:15 - 02/10/2020 03:30","BZN|NL","10459.10","11358.44"
"02/10/2020 03:30 - 02/10/2020 03:45","BZN|NL","10404.35","11356.99"
"02/10/2020 03:45 - 02/10/2020 04:00","BZN|NL","10382.21","11351.92"
"02/10/2020 04:00 - 02/10/2020 04:15","BZN|NL","10428.11","11339.16"
"02/10/2020 04:15 - 02/10/2020 04:30","BZN|NL","10450.97","11325.69"
"02/10/2020 04:30 - 02/10/2020 04:45","BZN|NL","10492.87","11324.53"
"02/10/2020 04:45 - 02/10/2020 05:00","BZN|NL","10543.22","11361.54"
"02/10/2020 05:00 - 02/10/2020 05:15","BZN|NL","10709.79","11439.08"
"02/10/2020 05:15 - 02/10/2020 05:30","BZN|NL","10839.87","11498.88"
"02/10/2020 05:30 - 02/10/2020 05:45","BZN|NL","10993.25","11635.91"
"02/10/2020 05:45 - 02/10/2020 06:00","BZN|NL","11120.17","11764.89"
"02/10/2020 06:00 - 02/10/2020 06:15","BZN|NL","11525.07","11967.41"
"02/10/2020 06:15 - 02/10/2020 06:30","BZN|NL","11815.76","12233.23"
"02/10/2020 06:30 - 02/10/2020 06:45","BZN|NL","12118.40","12500.33"
"02/10/2020 06:45 - 02/10/2020 07:00","BZN|NL","12400.99","12732.72"
"02/10/2020 07:00 - 02/10/2020 07:15","BZN|NL","12953.23","13006.69"
"02/10/2020 07:15 - 02/10/2020 07:30","BZN|NL","13377.44","13297.78"
"02/10/2020 07:30 - 02/10/2020 07:45","BZN|NL","13659.10","13553.97"
"02/10/2020 07:45 - 02/10/2020 08:00","BZN|NL","13927.21","13746.01"
"02/10/2020 08:00 - 02/10/2020 08:15","BZN|NL","14060.09","13865.90"
"02/10/2020 08:15 - 02/10/2020 08:30","BZN|NL","14114.86","13923.31"
"02/10/2020 08:30 - 02/10/2020 08:45","BZN|NL","14203.50","13912.39"
"02/10/2020 08:45 - 02/10/2020 09:00","BZN|NL","14195.63","13865.56"
"02/10/2020 09:00 - 02/10/2020 09:15","BZN|NL","14160.54","13757.12"
"02/10/2020 09:15 - 02/10/2020 09:30","BZN|NL","14028.85","13571.11"
"02/10/2020 09:30 - 02/10/2020 09:45","BZN|NL","13834.97","13297.61"
"02/10/2020 09:45 - 02/10/2020 10:00","BZN|NL","13732.29","13026.60"
"02/10/2020 10:00 - 02/10/2020 10:15","BZN|NL","13605.97","12776.50"
"02/10/2020 10:15 - 02/10/2020 10:30","BZN|NL","13478.51","12511.14"
"02/10/2020 10:30 - 02/10/2020 10:45","BZN|NL","13403.50","12288.00"
"02/10/2020 10:45 - 02/10/2020 11:00","BZN|NL","13364.02","12146.90"
"02/10/2020 11:00 - 02/10/2020 11:15","BZN|NL","13259.95","12020.35"
"02/10/2020 11:15 - 02/10/2020 11:30","BZN|NL","13123.14","11857.06"
"02/10/2020 11:30 - 02/10/2020 11:45","BZN|NL","13022.13","11678.61"
"02/10/2020 11:45 - 02/10/2020 12:00","BZN|NL","12984.57","11549.16"
"02/10/2020 12:00 - 02/10/2020 12:15","BZN|NL","12962.63","11407.39"
"02/10/2020 12:15 - 02/10/2020 12:30","BZN|NL","12878.27","11248.15"
"02/10/2020 12:30 - 02/10/2020 12:45","BZN|NL","12739.42","11081.76"
"02/10/2020 12:45 - 02/10/2020 13:00","BZN|NL","12681.17","10914.52"
"02/10/2020 13:00 - 02/10/2020 13:15","BZN|NL","12660.07","10821.82"
"02/10/2020 13:15 - 02/10/2020 13:30","BZN|NL","12751.77","10779.76"
"02/10/2020 13:30 - 02/10/2020 13:45","BZN|NL","12807.91","10758.87"
"02/10/2020 13:45 - 02/10/2020 14:00","BZN|NL","12850.51","10802.66"
"02/10/2020 14:00 - 02/10/2020 14:15","BZN|NL","12867.65","10836.44"
"02/10/2020 14:15 - 02/10/2020 14:30","BZN|NL","12968.26","10858.08"
"02/10/2020 14:30 - 02/10/2020 14:45","BZN|NL","13052.42","10900.40"
"02/10/2020 14:45 - 02/10/2020 15:00","BZN|NL","13152.03","10977.31"
"02/10/2020 15:00 - 02/10/2020 15:15","BZN|NL","13276.12","11096.37"
"02/10/2020 15:15 - 02/10/2020 15:30","BZN|NL","13430.42","11199.72"
"02/10/2020 15:30 - 02/10/2020 15:45","BZN|NL","13615.53","11332.96"
"02/10/2020 15:45 - 02/10/2020 16:00","BZN|NL","13695.33","11460.12"
"02/10/2020 16:00 - 02/10/2020 16:15","BZN|NL","13794.52","11562.13"
"02/10/2020 16:15 - 02/10/2020 16:30","BZN|NL","13944.23","11713.80"
"02/10/2020 16:30 - 02/10/2020 16:45","BZN|NL","14096.38","11917.11"
"02/10/2020 16:45 - 02/10/2020 17:00","BZN|NL","14343.07","12180.33"
"02/10/2020 17:00 - 02/10/2020 17:15","BZN|NL","14569.82","12464.55"
"02/10/2020 17:15 - 02/10/2020 17:30","BZN|NL","14798.53","12793.68"
"02/10/2020 17:30 - 02/10/2020 17:45","BZN|NL","14954.47","13120.86"
"02/10/2020 17:45 - 02/10/2020 18:00","BZN|NL","14983.55","13381.03"
"02/10/2020 18:00 - 02/10/2020 18:15","BZN|NL","14745.59","13506.18"
"02/10/2020 18:15 - 02/10/2020 18:30","BZN|NL","14613.58","13571.97"
"02/10/2020 18:30 - 02/10/2020 18:45","BZN|NL","14549.20","13700.31"
"02/10/2020 18:45 - 02/10/2020 19:00","BZN|NL","14539.36","13820.72"
"02/10/2020 19:00 - 02/10/2020 19:15","BZN|NL","14492.70","13876.07"
"02/10/2020 19:15 - 02/10/2020 19:30","BZN|NL","14577.27","13840.14"
"02/10/2020 19:30 - 02/10/2020 19:45","BZN|NL","14570.01","13886.67"
"02/10/2020 19:45 - 02/10/2020 20:00","BZN|NL","14513.13","14006.03"
"02/10/2020 20:00 - 02/10/2020 20:15","BZN|NL","14339.99","14080.96"
"02/10/2020 20:15 - 02/10/2020 20:30","BZN|NL","14098.50","14128.21"
"02/10/2020 20:30 - 02/10/2020 20:45","BZN|NL","13910.25","14048.57"
"02/10/2020 20:45 - 02/10/2020 21:00","BZN|NL","13717.05","13934.03"
"02/10/2020 21:00 - 02/10/2020 21:15","BZN|NL","13492.38","13801.13"
"02/10/2020 21:15 - 02/10/2020 21:30","BZN|NL","13309.29","13686.77"
"02/10/2020 21:30 - 02/10/2020 21:45","BZN|NL","13058.59","13528.45"
"02/10/2020 21:45 - 02/10/2020 22:00","BZN|NL","12811.95","13353.09"
"02/10/2020 22:00 - 02/10/2020 22:15","BZN|NL","12628.48","13194.26"
"02/10/2020 22:15 - 02/10/2020 22:30","BZN|NL","12485.68","13103.61"
"02/10/2020 22:30 - 02/10/2020 22:45","BZN|NL","12268.73","12971.73"
"02/10/2020 22:45 - 02/10/2020 23:00","BZN|NL","12080.50","12819.93"
"02/10/2020 23:00 - 02/10/2020 23:15","BZN|NL","12034.42","12712.86"
"02/10/2020 23:15 - 02/10/2020 23:30","BZN|NL","11878.75","12634.12"
"02/10/2020 23:30 - 02/10/2020 23:45","BZN|NL","11673.35","12512.60"
"02/10/2020 23:45 - 03/10/2020 00:00","BZN|NL","11477.83","12360.53"
"03/10/2020 00:00 - 03/10/2020 00:15","BZN|NL","11288.78","12802.88"
"03/10/2020 00:15 - 03/10/2020 00:30","BZN|NL","11115.29","12699.95"
"03/10/2020 00:30 - 03/10/2020 00:45","BZN|NL","10949.71","12594.86"
"03/10/2020 00:45 - 03/10/2020 01:00","BZN|NL","10809.74","12451.46"
"03/10/2020 01:00 - 03/10/2020 01:15","BZN|NL","10648.10","12304.00"
"03/10/2020 01:15 - 03/10/2020 01:30","BZN|NL","10513.26","12158.82"
"03/10/2020 01:30 - 03/10/2020 01:45","BZN|NL","10368.14","12034.21"
"03/10/2020 01:45 - 03/10/2020 02:00","BZN|NL","10277.57","11914.65"
"03/10/2020 02:00 - 03/10/2020 02:15","BZN|NL","10228.61","11811.55"
"03/10/2020 02:15 - 03/10/2020 02:30","BZN|NL","10210.06","11745.81"
"03/10/2020 02:30 - 03/10/2020 02:45","BZN|NL","10152.12","11699.21"
"03/10/2020 02:45 - 03/10/2020 03:00","BZN|NL","10111.43","11649.57"
"03/10/2020 03:00 - 03/10/2020 03:15","BZN|NL","10100.36","11618.04"
"03/10/2020 03:15 - 03/10/2020 03:30","BZN|NL","10122.69","11579.69"
"03/10/2020 03:30 - 03/10/2020 03:45","BZN|NL","10078.55","11529.91"
"03/10/2020 03:45 - 03/10/2020 04:00","BZN|NL","10081.86","11503.91"
"03/10/2020 04:00 - 03/10/2020 04:15","BZN|NL","10115.52","11479.36"
"03/10/2020 04:15 - 03/10/2020 04:30","BZN|NL","10123.42","11455.82"
"03/10/2020 04:30 - 03/10/2020 04:45","BZN|NL","10124.68","11469.46"
"03/10/2020 04:45 - 03/10/2020 05:00","BZN|NL","10083.18","11470.77"
"03/10/2020 05:00 - 03/10/2020 05:15","BZN|NL","10124.99","11461.29"
"03/10/2020 05:15 - 03/10/2020 05:30","BZN|NL","10102.52","11461.34"
"03/10/2020 05:30 - 03/10/2020 05:45","BZN|NL","10121.91","11478.31"
"03/10/2020 05:45 - 03/10/2020 06:00","BZN|NL","10179.78","11521.21"
"03/10/2020 06:00 - 03/10/2020 06:15","BZN|NL","10322.31","11590.79"
"03/10/2020 06:15 - 03/10/2020 06:30","BZN|NL","10468.01","11695.43"
"03/10/2020 06:30 - 03/10/2020 06:45","BZN|NL","10572.68","11759.04"
"03/10/2020 06:45 - 03/10/2020 07:00","BZN|NL","10698.33","11817.42"
"03/10/2020 07:00 - 03/10/2020 07:15","BZN|NL","10985.73","11857.22"
"03/10/2020 07:15 - 03/10/2020 07:30","BZN|NL","11223.85","11928.54"
"03/10/2020 07:30 - 03/10/2020 07:45","BZN|NL","11348.48","12021.34"
"03/10/2020 07:45 - 03/10/2020 08:00","BZN|NL","11430.25","12070.18"
"03/10/2020 08:00 - 03/10/2020 08:15","BZN|NL","11625.09","12090.33"
"03/10/2020 08:15 - 03/10/2020 08:30","BZN|NL","11793.75","12099.29"
"03/10/2020 08:30 - 03/10/2020 08:45","BZN|NL","12055.62","12112.98"
"03/10/2020 08:45 - 03/10/2020 09:00","BZN|NL","12208.77","12105.16"
"03/10/2020 09:00 - 03/10/2020 09:15","BZN|NL","12384.71","12053.73"
"03/10/2020 09:15 - 03/10/2020 09:30","BZN|NL","12555.29","11873.50"
"03/10/2020 09:30 - 03/10/2020 09:45","BZN|NL","12615.84","11633.86"
"03/10/2020 09:45 - 03/10/2020 10:00","BZN|NL","12695.32","11455.81"
"03/10/2020 10:00 - 03/10/2020 10:15","BZN|NL","12746.09","11248.16"
"03/10/2020 10:15 - 03/10/2020 10:30","BZN|NL","12835.17","10953.08"
"03/10/2020 10:30 - 03/10/2020 10:45","BZN|NL","12859.22","10657.90"
"03/10/2020 10:45 - 03/10/2020 11:00","BZN|NL","12892.98","10407.46"
"03/10/2020 11:00 - 03/10/2020 11:15","BZN|NL","12899.40","10212.87"
"03/10/2020 11:15 - 03/10/2020 11:30","BZN|NL","12902.66","10087.51"
"03/10/2020 11:30 - 03/10/2020 11:45","BZN|NL","12932.56","10002.78"
"03/10/2020 11:45 - 03/10/2020 12:00","BZN|NL","12990.41","9961.62"
"03/10/2020 12:00 - 03/10/2020 12:15","BZN|NL","13011.32","9990.80"
"03/10/2020 12:15 - 03/10/2020 12:30","BZN|NL","12991.13","10012.13"
"03/10/2020 12:30 - 03/10/2020 12:45","BZN|NL","12938.53","9995.94"
"03/10/2020 12:45 - 03/10/2020 13:00","BZN|NL","12884.51","9982.04"
"03/10/2020 13:00 - 03/10/2020 13:15","BZN|NL","12935.38","9993.09"
"03/10/2020 13:15 - 03/10/2020 13:30","BZN|NL","12979.26","9986.74"
"03/10/2020 13:30 - 03/10/2020 13:45","BZN|NL","13036.46","9977.19"
"03/10/2020 13:45 - 03/10/2020 14:00","BZN|NL","13061.87","9992.50"
"03/10/2020 14:00 - 03/10/2020 14:15","BZN|NL","13068.43","10042.35"
"03/10/2020 14:15 - 03/10/2020 14:30","BZN|NL","13011.37","10100.70"
"03/10/2020 14:30 - 03/10/2020 14:45","BZN|NL","13068.63","10141.84"
"03/10/2020 14:45 - 03/10/2020 15:00","BZN|NL","13068.10","10140.12"
"03/10/2020 15:00 - 03/10/2020 15:15","BZN|NL","13130.72","10127.59"
"03/10/2020 15:15 - 03/10/2020 15:30","BZN|NL","13024.83","10159.74"
"03/10/2020 15:30 - 03/10/2020 15:45","BZN|NL","13028.85","10235.50"
"03/10/2020 15:45 - 03/10/2020 16:00","BZN|NL","13104.97","10327.65"
"03/10/2020 16:00 - 03/10/2020 16:15","BZN|NL","13122.38","10417.13"
"03/10/2020 16:15 - 03/10/2020 16:30","BZN|NL","13195.56","10535.86"
"03/10/2020 16:30 - 03/10/2020 16:45","BZN|NL","13321.97","10750.96"
"03/10/2020 16:45 - 03/10/2020 17:00","BZN|NL","13467.05","11113.66"
"03/10/2020 17:00 - 03/10/2020 17:15","BZN|NL","13602.43","11419.89"
"03/10/2020 17:15 - 03/10/2020 17:30","BZN|NL","13700.76","11799.61"
"03/10/2020 17:30 - 03/10/2020 17:45","BZN|NL","13805.57","12190.47"
"03/10/2020 17:45 - 03/10/2020 18:00","BZN|NL","13883.20","12511.08"
"03/10/2020 18:00 - 03/10/2020 18:15","BZN|NL","13636.51","12747.14"
"03/10/2020 18:15 - 03/10/2020 18:30","BZN|NL","13534.09","12873.93"
"03/10/2020 18:30 - 03/10/2020 18:45","BZN|NL","13515.01","13021.34"
"03/10/2020 18:45 - 03/10/2020 19:00","BZN|NL","13482.61","13137.69"
"03/10/2020 19:00 - 03/10/2020 19:15","BZN|NL","13386.28","13186.26"
"03/10/2020 19:15 - 03/10/2020 19:30","BZN|NL","13421.67","13215.33"
"03/10/2020 19:30 - 03/10/2020 19:45","BZN|NL","13434.16","13296.02"
"03/10/2020 19:45 - 03/10/2020 20:00","BZN|NL","13397.66","13371.62"
"03/10/2020 20:00 - 03/10/2020 20:15","BZN|NL","13253.85","13440.29"
"03/10/2020 20:15 - 03/10/2020 20:30","BZN|NL","13138.37","13477.29"
"03/10/2020 20:30 - 03/10/2020 20:45","BZN|NL","12884.54","13494.62"
"03/10/2020 20:45 - 03/10/2020 21:00","BZN|NL","12696.17","13413.33"
"03/10/2020 21:00 - 03/10/2020 21:15","BZN|NL","12539.71","13303.49"
"03/10/2020 21:15 - 03/10/2020 21:30","BZN|NL","12345.42","13256.35"
"03/10/2020 21:30 - 03/10/2020 21:45","BZN|NL","12249.16","13182.06"
"03/10/2020 21:45 - 03/10/2020 22:00","BZN|NL","12078.91","13114.43"
"03/10/2020 22:00 - 03/10/2020 22:15","BZN|NL","11905.82","13046.84"
"03/10/2020 22:15 - 03/10/2020 22:30","BZN|NL","11810.56","13012.71"
"03/10/2020 22:30 - 03/10/2020 22:45","BZN|NL","11623.58","12899.63"
"03/10/2020 22:45 - 03/10/2020 23:00","BZN|NL","11492.36","12742.10"
"03/10/2020 23:00 - 03/10/2020 23:15","BZN|NL","11325.51","12600.52"
"03/10/2020 23:15 - 03/10/2020 23:30","BZN|NL","11158.05","12510.10"
"03/10/2020 23:30 - 03/10/2020 23:45","BZN|NL","11048.43","12387.74"
"03/10/2020 23:45 - 04/10/2020 00:00","BZN|NL","10843.87","12227.21"
"04/10/2020 00:00 - 04/10/2020 00:15","BZN|NL","10762.47","12085.42"
"04/10/2020 00:15 - 04/10/2020 00:30","BZN|NL","10666.05","11966.44"
"04/10/2020 00:30 - 04/10/2020 00:45","BZN|NL","10494.41","11856.96"
"04/10/2020 00:45 - 04/10/2020 01:00","BZN|NL","10339.03","11718.94"
"04/10/2020 01:00 - 04/10/2020 01:15","BZN|NL","10216.99","11590.89"
"04/10/2020 01:15 - 04/10/2020 01:30","BZN|NL","10156.34","11469.33"
"04/10/2020 01:30 - 04/10/2020 01:45","BZN|NL","10076.75","11361.25"
"04/10/2020 01:45 - 04/10/2020 02:00","BZN|NL","10001.35","11247.51"
"04/10/2020 02:00 - 04/10/2020 02:15","BZN|NL","9972.29","11145.09"
"04/10/2020 02:15 - 04/10/2020 02:30","BZN|NL","9924.47","11083.00"
"04/10/2020 02:30 - 04/10/2020 02:45","BZN|NL","9877.80","11038.84"
"04/10/2020 02:45 - 04/10/2020 03:00","BZN|NL","9867.53","10972.75"
"04/10/2020 03:00 - 04/10/2020 03:15","BZN|NL","9821.05","10924.92"
"04/10/2020 03:15 - 04/10/2020 03:30","BZN|NL","9817.58","10917.16"
"04/10/2020 03:30 - 04/10/2020 03:45","BZN|NL","9799.87","10911.90"
"04/10/2020 03:45 - 04/10/2020 04:00","BZN|NL","9804.80","10890.16"
"04/10/2020 04:00 - 04/10/2020 04:15","BZN|NL","9774.90","10857.51"
"04/10/2020 04:15 - 04/10/2020 04:30","BZN|NL","9794.79","10840.74"
"04/10/2020 04:30 - 04/10/2020 04:45","BZN|NL","9729.23","10832.86"
"04/10/2020 04:45 - 04/10/2020 05:00","BZN|NL","9728.07","10829.68"
"04/10/2020 05:00 - 04/10/2020 05:15","BZN|NL","9746.35","10834.87"
"04/10/2020 05:15 - 04/10/2020 05:30","BZN|NL","9759.79","10841.17"
"04/10/2020 05:30 - 04/10/2020 05:45","BZN|NL","9795.14","10832.87"
"04/10/2020 05:45 - 04/10/2020 06:00","BZN|NL","9810.27","10832.27"
"04/10/2020 06:00 - 04/10/2020 06:15","BZN|NL","9923.37","10840.77"
"04/10/2020 06:15 - 04/10/2020 06:30","BZN|NL","9913.38","10885.47"
"04/10/2020 06:30 - 04/10/2020 06:45","BZN|NL","10005.76","10907.69"
"04/10/2020 06:45 - 04/10/2020 07:00","BZN|NL","10130.44","10925.92"
"04/10/2020 07:00 - 04/10/2020 07:15","BZN|NL","10283.08","10924.77"
"04/10/2020 07:15 - 04/10/2020 07:30","BZN|NL","10434.92","10924.62"
"04/10/2020 07:30 - 04/10/2020 07:45","BZN|NL","10459.28","10934.65"
"04/10/2020 07:45 - 04/10/2020 08:00","BZN|NL","10531.46","10940.12"
"04/10/2020 08:00 - 04/10/2020 08:15","BZN|NL","10706.76","10963.47"
"04/10/2020 08:15 - 04/10/2020 08:30","BZN|NL","10841.17","10979.50"
"04/10/2020 08:30 - 04/10/2020 08:45","BZN|NL","10983.21","11002.95"
"04/10/2020 08:45 - 04/10/2020 09:00","BZN|NL","11161.13","10955.44"
"04/10/2020 09:00 - 04/10/2020 09:15","BZN|NL","11250.75","10874.01"
"04/10/2020 09:15 - 04/10/2020 09:30","BZN|NL","11346.81","10738.44"
"04/10/2020 09:30 - 04/10/2020 09:45","BZN|NL","11456.66","10594.28"
"04/10/2020 09:45 - 04/10/2020 10:00","BZN|NL","11545.46","10446.16"
"04/10/2020 10:00 - 04/10/2020 10:15","BZN|NL","11642.62","10316.13"
"04/10/2020 10:15 - 04/10/2020 10:30","BZN|NL","11608.50","10126.72"
"04/10/2020 10:30 - 04/10/2020 10:45","BZN|NL","11597.11","9948.79"
"04/10/2020 10:45 - 04/10/2020 11:00","BZN|NL","11570.00","9797.01"
"04/10/2020 11:00 - 04/10/2020 11:15","BZN|NL","11510.96","9677.08"
"04/10/2020 11:15 - 04/10/2020 11:30","BZN|NL","11491.59","9530.44"
"04/10/2020 11:30 - 04/10/2020 11:45","BZN|NL","11523.51","9313.02"
"04/10/2020 11:45 - 04/10/2020 12:00","BZN|NL","11543.28","9153.51"
"04/10/2020 12:00 - 04/10/2020 12:15","BZN|NL","11530.71","9119.40"
"04/10/2020 12:15 - 04/10/2020 12:30","BZN|NL","11336.72","9166.92"
"04/10/2020 12:30 - 04/10/2020 12:45","BZN|NL","11234.99","9109.87"
"04/10/2020 12:45 - 04/10/2020 13:00","BZN|NL","11124.95","9017.13"
"04/10/2020 13:00 - 04/10/2020 13:15","BZN|NL","11082.55","8974.16"
"04/10/2020 13:15 - 04/10/2020 13:30","BZN|NL","10929.45","8960.91"
"04/10/2020 13:30 - 04/10/2020 13:45","BZN|NL","10708.37","8968.39"
"04/10/2020 13:45 - 04/10/2020 14:00","BZN|NL","10535.19","8993.56"
"04/10/2020 14:00 - 04/10/2020 14:15","BZN|NL","10482.51","9037.75"
"04/10/2020 14:15 - 04/10/2020 14:30","BZN|NL","10510.28","9074.08"
"04/10/2020 14:30 - 04/10/2020 14:45","BZN|NL","10592.53","9141.23"
"04/10/2020 14:45 - 04/10/2020 15:00","BZN|NL","10632.68","9201.99"
"04/10/2020 15:00 - 04/10/2020 15:15","BZN|NL","10663.20","9250.36"
"04/10/2020 15:15 - 04/10/2020 15:30","BZN|NL","10621.71","9327.88"
"04/10/2020 15:30 - 04/10/2020 15:45","BZN|NL","10586.73","9434.51"
"04/10/2020 15:45 - 04/10/2020 16:00","BZN|NL","10617.08","9573.22"
"04/10/2020 16:00 - 04/10/2020 16:15","BZN|NL","10744.29","9736.78"
"04/10/2020 16:15 - 04/10/2020 16:30","BZN|NL","10900.48","9953.88"
"04/10/2020 16:30 - 04/10/2020 16:45","BZN|NL","11143.77","10240.36"
"04/10/2020 16:45 - 04/10/2020 17:00","BZN|NL","11391.28","10588.79"
"04/10/2020 17:00 - 04/10/2020 17:15","BZN|NL","11669.41","10973.79"
"04/10/2020 17:15 - 04/10/2020 17:30","BZN|NL","12027.30","11367.38"
"04/10/2020 17:30 - 04/10/2020 17:45","BZN|NL","12338.01","11801.82"
"04/10/2020 17:45 - 04/10/2020 18:00","BZN|NL","12603.55","12236.29"
"04/10/2020 18:00 - 04/10/2020 18:15","BZN|NL","12694.31","12537.40"
"04/10/2020 18:15 - 04/10/2020 18:30","BZN|NL","12794.57","12714.50"
"04/10/2020 18:30 - 04/10/2020 18:45","BZN|NL","12859.24","12887.00"
"04/10/2020 18:45 - 04/10/2020 19:00","BZN|NL","12963.17","13018.50"
"04/10/2020 19:00 - 04/10/2020 19:15","BZN|NL","12949.83","13106.84"
"04/10/2020 19:15 - 04/10/2020 19:30","BZN|NL","13165.10","13207.67"
"04/10/2020 19:30 - 04/10/2020 19:45","BZN|NL","13237.12","13339.21"
"04/10/2020 19:45 - 04/10/2020 20:00","BZN|NL","13228.58","13480.13"
"04/10/2020 20:00 - 04/10/2020 20:15","BZN|NL","13108.33","13615.70"
"04/10/2020 20:15 - 04/10/2020 20:30","BZN|NL","12971.56","13692.32"
"04/10/2020 20:30 - 04/10/2020 20:45","BZN|NL","12798.25","13714.85"
"04/10/2020 20:45 - 04/10/2020 21:00","BZN|NL","12651.99","13659.81"
"04/10/2020 21:00 - 04/10/2020 21:15","BZN|NL","12479.90","13569.14"
"04/10/2020 21:15 - 04/10/2020 21:30","BZN|NL","12350.67","13505.88"
"04/10/2020 21:30 - 04/10/2020 21:45","BZN|NL","12196.80","13432.17"
"04/10/2020 21:45 - 04/10/2020 22:00","BZN|NL","12046.24","13352.59"
"04/10/2020 22:00 - 04/10/2020 22:15","BZN|NL","11894.65","13271.65"
"04/10/2020 22:15 - 04/10/2020 22:30","BZN|NL","11747.87","13221.59"
"04/10/2020 22:30 - 04/10/2020 22:45","BZN|NL","11553.03","13134.79"
"04/10/2020 22:45 - 04/10/2020 23:00","BZN|NL","11394.07","12981.64"
"04/10/2020 23:00 - 04/10/2020 23:15","BZN|NL","11240.39","12859.02"
"04/10/2020 23:15 - 04/10/2020 23:30","BZN|NL","11066.63","12794.66"
"04/10/2020 23:30 - 04/10/2020 23:45","BZN|NL","10956.03","12660.96"
"04/10/2020 23:45 - 05/10/2020 00:00","BZN|NL","10773.51","12531.73"
"05/10/2020 00:00 - 05/10/2020 00:15","BZN|NL","10639.64","12426.04"
"05/10/2020 00:15 - 05/10/2020 00:30","BZN|NL","10562.10","12375.95"
"05/10/2020 00:30 - 05/10/2020 00:45","BZN|NL","10441.88","12308.32"
"05/10/2020 00:45 - 05/10/2020 01:00","BZN|NL","10348.60","12212.66"
"05/10/2020 01:00 - 05/10/2020 01:15","BZN|NL","10226.86","12117.52"
"05/10/2020 01:15 - 05/10/2020 01:30","BZN|NL","10186.07","12035.38"
"05/10/2020 01:30 - 05/10/2020 01:45","BZN|NL","10101.65","11932.57"
"05/10/2020 01:45 - 05/10/2020 02:00","BZN|NL","10050.88","11835.60"
"05/10/2020 02:00 - 05/10/2020 02:15","BZN|NL","10059.70","11808.83"
"05/10/2020 02:15 - 05/10/2020 02:30","BZN|NL","10021.80","11801.40"
"05/10/2020 02:30 - 05/10/2020 02:45","BZN|NL","10000.67","11787.18"
"05/10/2020 02:45 - 05/10/2020 03:00","BZN|NL","9998.35","11766.78"
"05/10/2020 03:00 - 05/10/2020 03:15","BZN|NL","9981.08","11761.60"
"05/10/2020 03:15 - 05/10/2020 03:30","BZN|NL","9978.69","11762.64"
"05/10/2020 03:30 - 05/10/2020 03:45","BZN|NL","9958.31","11763.88"
"05/10/2020 03:45 - 05/10/2020 04:00","BZN|NL","9939.18","11775.55"
"05/10/2020 04:00 - 05/10/2020 04:15","BZN|NL","10001.35","11788.22"
"05/10/2020 04:15 - 05/10/2020 04:30","BZN|NL","10050.63","11826.42"
"05/10/2020 04:30 - 05/10/2020 04:45","BZN|NL","10084.56","11870.78"
"05/10/2020 04:45 - 05/10/2020 05:00","BZN|NL","10107.13","11918.17"
"05/10/2020 05:00 - 05/10/2020 05:15","BZN|NL","10207.39","11983.74"
"05/10/2020 05:15 - 05/10/2020 05:30","BZN|NL","10349.00","12089.72"
"05/10/2020 05:30 - 05/10/2020 05:45","BZN|NL","10509.84","12227.59"
"05/10/2020 05:45 - 05/10/2020 06:00","BZN|NL","10684.40","12385.33"
"05/10/2020 06:00 - 05/10/2020 06:15","BZN|NL","11037.94","12563.51"
"05/10/2020 06:15 - 05/10/2020 06:30","BZN|NL","11368.43","12816.00"
"05/10/2020 06:30 - 05/10/2020 06:45","BZN|NL","11756.87","13135.04"
"05/10/2020 06:45 - 05/10/2020 07:00","BZN|NL","12114.46","13423.08"
"05/10/2020 07:00 - 05/10/2020 07:15","BZN|NL","12704.08","13682.09"
"05/10/2020 07:15 - 05/10/2020 07:30","BZN|NL","13127.16","13990.62"
"05/10/2020 07:30 - 05/10/2020 07:45","BZN|NL","13542.63","14300.07"
"05/10/2020 07:45 - 05/10/2020 08:00","BZN|NL","13679.84","14532.41"
"05/10/2020 08:00 - 05/10/2020 08:15","BZN|NL","13995.07","14686.91"
"05/10/2020 08:15 - 05/10/2020 08:30","BZN|NL","14142.94","14783.09"
"05/10/2020 08:30 - 05/10/2020 08:45","BZN|NL","14339.65","14839.81"
"05/10/2020 08:45 - 05/10/2020 09:00","BZN|NL","14440.75","14844.32"
