"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"23/07/2021 23:45 - 24/07/2021 00:00","BZN|NL","11647.45","12967.01"
"24/07/2021 00:00 - 24/07/2021 00:15","BZN|NL","11452.97","13272.09"
"24/07/2021 00:15 - 24/07/2021 00:30","BZN|NL","11313.17","13169.06"
"24/07/2021 00:30 - 24/07/2021 00:45","BZN|NL","11167.63","13045.80"
"24/07/2021 00:45 - 24/07/2021 01:00","BZN|NL","10993.29","12901.62"
"24/07/2021 01:00 - 24/07/2021 01:15","BZN|NL","10889.34","12759.12"
"24/07/2021 01:15 - 24/07/2021 01:30","BZN|NL","10737.97","12618.66"
"24/07/2021 01:30 - 24/07/2021 01:45","BZN|NL","10646.04","12485.02"
"24/07/2021 01:45 - 24/07/2021 02:00","BZN|NL","10609.14","12342.85"
"24/07/2021 02:00 - 24/07/2021 02:15","BZN|NL","10516.49","12254.04"
"24/07/2021 02:15 - 24/07/2021 02:30","BZN|NL","10491.43","12198.55"
"24/07/2021 02:30 - 24/07/2021 02:45","BZN|NL","10428.55","12155.92"
"24/07/2021 02:45 - 24/07/2021 03:00","BZN|NL","10348.04","12108.84"
"24/07/2021 03:00 - 24/07/2021 03:15","BZN|NL","10322.59","12061.11"
"24/07/2021 03:15 - 24/07/2021 03:30","BZN|NL","10300.79","12023.21"
"24/07/2021 03:30 - 24/07/2021 03:45","BZN|NL","10282.69","11991.34"
"24/07/2021 03:45 - 24/07/2021 04:00","BZN|NL","10206.59","11942.22"
"24/07/2021 04:00 - 24/07/2021 04:15","BZN|NL","10182.39","11907.46"
"24/07/2021 04:15 - 24/07/2021 04:30","BZN|NL","10145.94","11894.14"
"24/07/2021 04:30 - 24/07/2021 04:45","BZN|NL","10132.08","11885.97"
"24/07/2021 04:45 - 24/07/2021 05:00","BZN|NL","10158.37","11875.37"
"24/07/2021 05:00 - 24/07/2021 05:15","BZN|NL","10147.29","11849.42"
"24/07/2021 05:15 - 24/07/2021 05:30","BZN|NL","10141.27","11810.88"
"24/07/2021 05:30 - 24/07/2021 05:45","BZN|NL","10106.87","11711.37"
"24/07/2021 05:45 - 24/07/2021 06:00","BZN|NL","10001.11","11629.64"
"24/07/2021 06:00 - 24/07/2021 06:15","BZN|NL","10076.43","11565.45"
"24/07/2021 06:15 - 24/07/2021 06:30","BZN|NL","10037.92","11502.80"
"24/07/2021 06:30 - 24/07/2021 06:45","BZN|NL","9989.38","11444.07"
"24/07/2021 06:45 - 24/07/2021 07:00","BZN|NL","9971.08","11338.21"
"24/07/2021 07:00 - 24/07/2021 07:15","BZN|NL","9958.23","11187.72"
"24/07/2021 07:15 - 24/07/2021 07:30","BZN|NL","9863.99","11021.85"
"24/07/2021 07:30 - 24/07/2021 07:45","BZN|NL","9878.95","10878.34"
"24/07/2021 07:45 - 24/07/2021 08:00","BZN|NL","9865.40","10705.49"
"24/07/2021 08:00 - 24/07/2021 08:15","BZN|NL","9868.32","10530.66"
"24/07/2021 08:15 - 24/07/2021 08:30","BZN|NL","9955.77","10327.36"
"24/07/2021 08:30 - 24/07/2021 08:45","BZN|NL","9969.27","10175.44"
"24/07/2021 08:45 - 24/07/2021 09:00","BZN|NL","10046.07","10049.82"
"24/07/2021 09:00 - 24/07/2021 09:15","BZN|NL","10113.09","9922.33"
"24/07/2021 09:15 - 24/07/2021 09:30","BZN|NL","10130.24","9777.17"
"24/07/2021 09:30 - 24/07/2021 09:45","BZN|NL","10100.39","9618.38"
"24/07/2021 09:45 - 24/07/2021 10:00","BZN|NL","10107.23","9437.34"
"24/07/2021 10:00 - 24/07/2021 10:15","BZN|NL","10095.83","9260.18"
"24/07/2021 10:15 - 24/07/2021 10:30","BZN|NL","10110.35","9085.39"
"24/07/2021 10:30 - 24/07/2021 10:45","BZN|NL","10155.70","8916.83"
"24/07/2021 10:45 - 24/07/2021 11:00","BZN|NL","10191.59","8795.65"
"24/07/2021 11:00 - 24/07/2021 11:15","BZN|NL","10159.24","8686.61"
"24/07/2021 11:15 - 24/07/2021 11:30","BZN|NL","10132.90","8560.89"
"24/07/2021 11:30 - 24/07/2021 11:45","BZN|NL","10225.34","8330.92"
"24/07/2021 11:45 - 24/07/2021 12:00","BZN|NL","10288.41","8124.90"
"24/07/2021 12:00 - 24/07/2021 12:15","BZN|NL","10415.35","8033.50"
"24/07/2021 12:15 - 24/07/2021 12:30","BZN|NL","10486.49","7945.33"
"24/07/2021 12:30 - 24/07/2021 12:45","BZN|NL","10492.19","7830.42"
"24/07/2021 12:45 - 24/07/2021 13:00","BZN|NL","10579.79","7689.79"
"24/07/2021 13:00 - 24/07/2021 13:15","BZN|NL","10646.70","7629.85"
"24/07/2021 13:15 - 24/07/2021 13:30","BZN|NL","10754.07","7632.62"
"24/07/2021 13:30 - 24/07/2021 13:45","BZN|NL","10863.78","7670.22"
"24/07/2021 13:45 - 24/07/2021 14:00","BZN|NL","10980.28","7716.89"
"24/07/2021 14:00 - 24/07/2021 14:15","BZN|NL","11004.24","7768.42"
"24/07/2021 14:15 - 24/07/2021 14:30","BZN|NL","11026.39","7880.64"
"24/07/2021 14:30 - 24/07/2021 14:45","BZN|NL","11005.01","8043.06"
"24/07/2021 14:45 - 24/07/2021 15:00","BZN|NL","11014.11","8156.03"
"24/07/2021 15:00 - 24/07/2021 15:15","BZN|NL","10979.25","8317.01"
"24/07/2021 15:15 - 24/07/2021 15:30","BZN|NL","10998.41","8481.89"
"24/07/2021 15:30 - 24/07/2021 15:45","BZN|NL","11071.83","8661.05"
"24/07/2021 15:45 - 24/07/2021 16:00","BZN|NL","11133.93","8851.27"
"24/07/2021 16:00 - 24/07/2021 16:15","BZN|NL","11262.51","9060.51"
"24/07/2021 16:15 - 24/07/2021 16:30","BZN|NL","11348.59","9246.45"
"24/07/2021 16:30 - 24/07/2021 16:45","BZN|NL","11495.67","9420.58"
"24/07/2021 16:45 - 24/07/2021 17:00","BZN|NL","11687.16","9634.97"
"24/07/2021 17:00 - 24/07/2021 17:15","BZN|NL","11774.63","9856.99"
"24/07/2021 17:15 - 24/07/2021 17:30","BZN|NL","11877.56","10103.72"
"24/07/2021 17:30 - 24/07/2021 17:45","BZN|NL","12003.66","10443.56"
"24/07/2021 17:45 - 24/07/2021 18:00","BZN|NL","12093.06","10763.59"
"24/07/2021 18:00 - 24/07/2021 18:15","BZN|NL","12090.75","11018.35"
"24/07/2021 18:15 - 24/07/2021 18:30","BZN|NL","12005.22","11192.91"
"24/07/2021 18:30 - 24/07/2021 18:45","BZN|NL","11952.11","11344.07"
"24/07/2021 18:45 - 24/07/2021 19:00","BZN|NL","11990.83","11524.01"
"24/07/2021 19:00 - 24/07/2021 19:15","BZN|NL","11978.04","11729.57"
"24/07/2021 19:15 - 24/07/2021 19:30","BZN|NL","12033.34","11950.47"
"24/07/2021 19:30 - 24/07/2021 19:45","BZN|NL","12060.91","12132.78"
"24/07/2021 19:45 - 24/07/2021 20:00","BZN|NL","12130.72","12293.64"
"24/07/2021 20:00 - 24/07/2021 20:15","BZN|NL","12145.27","12448.60"
"24/07/2021 20:15 - 24/07/2021 20:30","BZN|NL","12138.45","12613.26"
"24/07/2021 20:30 - 24/07/2021 20:45","BZN|NL","12090.23","12735.61"
"24/07/2021 20:45 - 24/07/2021 21:00","BZN|NL","12047.99","12788.12"
"24/07/2021 21:00 - 24/07/2021 21:15","BZN|NL","12013.13","12839.73"
"24/07/2021 21:15 - 24/07/2021 21:30","BZN|NL","11996.17","12899.96"
"24/07/2021 21:30 - 24/07/2021 21:45","BZN|NL","11972.35","12937.80"
"24/07/2021 21:45 - 24/07/2021 22:00","BZN|NL","12015.83","12957.86"
"24/07/2021 22:00 - 24/07/2021 22:15","BZN|NL","12032.30","13007.85"
"24/07/2021 22:15 - 24/07/2021 22:30","BZN|NL","11994.99","13099.40"
"24/07/2021 22:30 - 24/07/2021 22:45","BZN|NL","11875.07","13137.04"
"24/07/2021 22:45 - 24/07/2021 23:00","BZN|NL","11741.85","13052.57"
"24/07/2021 23:00 - 24/07/2021 23:15","BZN|NL","11620.17","12963.85"
"24/07/2021 23:15 - 24/07/2021 23:30","BZN|NL","11491.41","12915.84"
"24/07/2021 23:30 - 24/07/2021 23:45","BZN|NL","11330.76","12836.96"
"24/07/2021 23:45 - 25/07/2021 00:00","BZN|NL","11183.27","12709.84"
"25/07/2021 00:00 - 25/07/2021 00:15","BZN|NL","11086.54","12649.91"
"25/07/2021 00:15 - 25/07/2021 00:30","BZN|NL","10999.53","12667.89"
"25/07/2021 00:30 - 25/07/2021 00:45","BZN|NL","10850.32","12594.62"
"25/07/2021 00:45 - 25/07/2021 01:00","BZN|NL","10691.88","12479.01"
"25/07/2021 01:00 - 25/07/2021 01:15","BZN|NL","10564.87","12357.01"
"25/07/2021 01:15 - 25/07/2021 01:30","BZN|NL","10510.91","12263.62"
"25/07/2021 01:30 - 25/07/2021 01:45","BZN|NL","10352.61","12208.61"
"25/07/2021 01:45 - 25/07/2021 02:00","BZN|NL","10224.66","12128.25"
"25/07/2021 02:00 - 25/07/2021 02:15","BZN|NL","10247.06","12041.22"
"25/07/2021 02:15 - 25/07/2021 02:30","BZN|NL","10236.08","11989.08"
"25/07/2021 02:30 - 25/07/2021 02:45","BZN|NL","10192.27","11942.57"
"25/07/2021 02:45 - 25/07/2021 03:00","BZN|NL","10158.34","11889.38"
"25/07/2021 03:00 - 25/07/2021 03:15","BZN|NL","10117.03","11856.18"
"25/07/2021 03:15 - 25/07/2021 03:30","BZN|NL","10077.57","11841.32"
"25/07/2021 03:30 - 25/07/2021 03:45","BZN|NL","10040.38","11821.59"
"25/07/2021 03:45 - 25/07/2021 04:00","BZN|NL","10009.40","11781.76"
"25/07/2021 04:00 - 25/07/2021 04:15","BZN|NL","9980.77","11748.19"
"25/07/2021 04:15 - 25/07/2021 04:30","BZN|NL","9990.58","11726.45"
"25/07/2021 04:30 - 25/07/2021 04:45","BZN|NL","9931.19","11724.43"
"25/07/2021 04:45 - 25/07/2021 05:00","BZN|NL","9940.57","11698.72"
"25/07/2021 05:00 - 25/07/2021 05:15","BZN|NL","9961.36","11682.51"
"25/07/2021 05:15 - 25/07/2021 05:30","BZN|NL","9939.25","11653.57"
"25/07/2021 05:30 - 25/07/2021 05:45","BZN|NL","9916.85","11566.47"
"25/07/2021 05:45 - 25/07/2021 06:00","BZN|NL","9859.51","11499.75"
"25/07/2021 06:00 - 25/07/2021 06:15","BZN|NL","9874.40","11432.22"
"25/07/2021 06:15 - 25/07/2021 06:30","BZN|NL","9807.70","11331.13"
"25/07/2021 06:30 - 25/07/2021 06:45","BZN|NL","9726.88","11203.27"
"25/07/2021 06:45 - 25/07/2021 07:00","BZN|NL","9621.83","11062.58"
"25/07/2021 07:00 - 25/07/2021 07:15","BZN|NL","9568.00","10912.02"
"25/07/2021 07:15 - 25/07/2021 07:30","BZN|NL","9485.28","10719.92"
"25/07/2021 07:30 - 25/07/2021 07:45","BZN|NL","9359.62","10548.82"
"25/07/2021 07:45 - 25/07/2021 08:00","BZN|NL","9310.09","10410.90"
"25/07/2021 08:00 - 25/07/2021 08:15","BZN|NL","9302.54","10227.23"
"25/07/2021 08:15 - 25/07/2021 08:30","BZN|NL","9263.60","10014.34"
"25/07/2021 08:30 - 25/07/2021 08:45","BZN|NL","9169.59","9845.12"
"25/07/2021 08:45 - 25/07/2021 09:00","BZN|NL","9097.82","9693.25"
"25/07/2021 09:00 - 25/07/2021 09:15","BZN|NL","9069.81","9566.20"
"25/07/2021 09:15 - 25/07/2021 09:30","BZN|NL","8994.65","9397.73"
"25/07/2021 09:30 - 25/07/2021 09:45","BZN|NL","8896.60","9219.61"
"25/07/2021 09:45 - 25/07/2021 10:00","BZN|NL","8875.79","9062.42"
"25/07/2021 10:00 - 25/07/2021 10:15","BZN|NL","8872.37","8925.35"
"25/07/2021 10:15 - 25/07/2021 10:30","BZN|NL","8819.20","8736.03"
"25/07/2021 10:30 - 25/07/2021 10:45","BZN|NL","8723.96","8524.61"
"25/07/2021 10:45 - 25/07/2021 11:00","BZN|NL","8582.77","8392.46"
"25/07/2021 11:00 - 25/07/2021 11:15","BZN|NL","8454.25","8294.58"
"25/07/2021 11:15 - 25/07/2021 11:30","BZN|NL","8365.99","8182.50"
"25/07/2021 11:30 - 25/07/2021 11:45","BZN|NL","8348.65","8042.13"
"25/07/2021 11:45 - 25/07/2021 12:00","BZN|NL","8426.93","7949.27"
"25/07/2021 12:00 - 25/07/2021 12:15","BZN|NL","8493.02","7900.90"
"25/07/2021 12:15 - 25/07/2021 12:30","BZN|NL","8520.75","7875.67"
"25/07/2021 12:30 - 25/07/2021 12:45","BZN|NL","8529.79","7823.51"
"25/07/2021 12:45 - 25/07/2021 13:00","BZN|NL","8618.80","7784.12"
"25/07/2021 13:00 - 25/07/2021 13:15","BZN|NL","8575.56","7806.19"
"25/07/2021 13:15 - 25/07/2021 13:30","BZN|NL","8671.19","7842.49"
"25/07/2021 13:30 - 25/07/2021 13:45","BZN|NL","8732.09","7840.18"
"25/07/2021 13:45 - 25/07/2021 14:00","BZN|NL","8676.79","7885.35"
"25/07/2021 14:00 - 25/07/2021 14:15","BZN|NL","8700.00","7919.50"
"25/07/2021 14:15 - 25/07/2021 14:30","BZN|NL","8746.41","7936.12"
"25/07/2021 14:30 - 25/07/2021 14:45","BZN|NL","8738.69","8019.41"
"25/07/2021 14:45 - 25/07/2021 15:00","BZN|NL","8721.13","8168.46"
"25/07/2021 15:00 - 25/07/2021 15:15","BZN|NL","8763.97","8301.97"
"25/07/2021 15:15 - 25/07/2021 15:30","BZN|NL","8846.50","8448.00"
"25/07/2021 15:30 - 25/07/2021 15:45","BZN|NL","9006.67","8579.58"
"25/07/2021 15:45 - 25/07/2021 16:00","BZN|NL","9121.15","8657.44"
"25/07/2021 16:00 - 25/07/2021 16:15","BZN|NL","9267.22","8778.71"
"25/07/2021 16:15 - 25/07/2021 16:30","BZN|NL","9439.49","8971.48"
"25/07/2021 16:30 - 25/07/2021 16:45","BZN|NL","9773.87","9183.99"
"25/07/2021 16:45 - 25/07/2021 17:00","BZN|NL","9982.95","9400.78"
"25/07/2021 17:00 - 25/07/2021 17:15","BZN|NL","10215.55","9629.34"
"25/07/2021 17:15 - 25/07/2021 17:30","BZN|NL","10452.82","9966.58"
"25/07/2021 17:30 - 25/07/2021 17:45","BZN|NL","10700.76","10364.01"
"25/07/2021 17:45 - 25/07/2021 18:00","BZN|NL","10929.33","10655.26"
"25/07/2021 18:00 - 25/07/2021 18:15","BZN|NL","10990.79","10874.21"
"25/07/2021 18:15 - 25/07/2021 18:30","BZN|NL","11034.01","11033.76"
"25/07/2021 18:30 - 25/07/2021 18:45","BZN|NL","11010.66","11169.81"
"25/07/2021 18:45 - 25/07/2021 19:00","BZN|NL","11126.85","11284.86"
"25/07/2021 19:00 - 25/07/2021 19:15","BZN|NL","11268.47","11512.55"
"25/07/2021 19:15 - 25/07/2021 19:30","BZN|NL","11338.69","11771.41"
"25/07/2021 19:30 - 25/07/2021 19:45","BZN|NL","11416.25","12005.44"
"25/07/2021 19:45 - 25/07/2021 20:00","BZN|NL","11589.67","12231.90"
"25/07/2021 20:00 - 25/07/2021 20:15","BZN|NL","11744.83","12459.23"
"25/07/2021 20:15 - 25/07/2021 20:30","BZN|NL","11849.20","12662.23"
"25/07/2021 20:30 - 25/07/2021 20:45","BZN|NL","11930.43","12832.15"
"25/07/2021 20:45 - 25/07/2021 21:00","BZN|NL","11991.72","12948.32"
"25/07/2021 21:00 - 25/07/2021 21:15","BZN|NL","12005.22","13034.99"
"25/07/2021 21:15 - 25/07/2021 21:30","BZN|NL","11994.27","13111.89"
"25/07/2021 21:30 - 25/07/2021 21:45","BZN|NL","12052.29","13186.22"
"25/07/2021 21:45 - 25/07/2021 22:00","BZN|NL","12169.60","13217.22"
"25/07/2021 22:00 - 25/07/2021 22:15","BZN|NL","12255.73","13292.35"
"25/07/2021 22:15 - 25/07/2021 22:30","BZN|NL","12199.26","13424.09"
"25/07/2021 22:30 - 25/07/2021 22:45","BZN|NL","12078.32","13450.27"
"25/07/2021 22:45 - 25/07/2021 23:00","BZN|NL","11925.77","13354.68"
"25/07/2021 23:00 - 25/07/2021 23:15","BZN|NL","11814.73","13266.95"
"25/07/2021 23:15 - 25/07/2021 23:30","BZN|NL","11680.42","13193.19"
"25/07/2021 23:30 - 25/07/2021 23:45","BZN|NL","11545.07","13060.07"
"25/07/2021 23:45 - 26/07/2021 00:00","BZN|NL","11387.49","12923.42"
"26/07/2021 00:00 - 26/07/2021 00:15","BZN|NL","11242.19","12822.38"
"26/07/2021 00:15 - 26/07/2021 00:30","BZN|NL","11118.96","12744.53"
"26/07/2021 00:30 - 26/07/2021 00:45","BZN|NL","10951.58","12614.01"
"26/07/2021 00:45 - 26/07/2021 01:00","BZN|NL","10819.13","12472.57"
"26/07/2021 01:00 - 26/07/2021 01:15","BZN|NL","10716.35","12383.73"
"26/07/2021 01:15 - 26/07/2021 01:30","BZN|NL","10655.19","12340.60"
"26/07/2021 01:30 - 26/07/2021 01:45","BZN|NL","10635.97","12301.75"
"26/07/2021 01:45 - 26/07/2021 02:00","BZN|NL","10576.87","12241.67"
"26/07/2021 02:00 - 26/07/2021 02:15","BZN|NL","10599.95","12002.57"
"26/07/2021 02:15 - 26/07/2021 02:30","BZN|NL","10574.27","12163.00"
"26/07/2021 02:30 - 26/07/2021 02:45","BZN|NL","10504.74","12247.65"
"26/07/2021 02:45 - 26/07/2021 03:00","BZN|NL","10475.23","12089.20"
"26/07/2021 03:00 - 26/07/2021 03:15","BZN|NL","10477.96","12050.36"
"26/07/2021 03:15 - 26/07/2021 03:30","BZN|NL","10445.09","12018.55"
"26/07/2021 03:30 - 26/07/2021 03:45","BZN|NL","10458.76","12003.72"
"26/07/2021 03:45 - 26/07/2021 04:00","BZN|NL","10420.43","11997.20"
"26/07/2021 04:00 - 26/07/2021 04:15","BZN|NL","10426.43","11999.83"
"26/07/2021 04:15 - 26/07/2021 04:30","BZN|NL","10414.68","12003.01"
"26/07/2021 04:30 - 26/07/2021 04:45","BZN|NL","10383.99","12027.54"
"26/07/2021 04:45 - 26/07/2021 05:00","BZN|NL","10420.67","12042.62"
"26/07/2021 05:00 - 26/07/2021 05:15","BZN|NL","10548.23","12092.91"
"26/07/2021 05:15 - 26/07/2021 05:30","BZN|NL","10654.51","12148.17"
"26/07/2021 05:30 - 26/07/2021 05:45","BZN|NL","10700.90","12153.69"
"26/07/2021 05:45 - 26/07/2021 06:00","BZN|NL","10761.85","12202.31"
"26/07/2021 06:00 - 26/07/2021 06:15","BZN|NL","10959.46","12316.74"
"26/07/2021 06:15 - 26/07/2021 06:30","BZN|NL","11152.31","12442.29"
"26/07/2021 06:30 - 26/07/2021 06:45","BZN|NL","11263.71","12504.70"
"26/07/2021 06:45 - 26/07/2021 07:00","BZN|NL","11352.97","12578.47"
"26/07/2021 07:00 - 26/07/2021 07:15","BZN|NL","11545.88","12726.70"
"26/07/2021 07:15 - 26/07/2021 07:30","BZN|NL","11544.31","12886.24"
"26/07/2021 07:30 - 26/07/2021 07:45","BZN|NL","11640.30","12982.77"
"26/07/2021 07:45 - 26/07/2021 08:00","BZN|NL","11791.03","13006.04"
"26/07/2021 08:00 - 26/07/2021 08:15","BZN|NL","11882.50","12942.17"
"26/07/2021 08:15 - 26/07/2021 08:30","BZN|NL","11955.52","12929.83"
"26/07/2021 08:30 - 26/07/2021 08:45","BZN|NL","12009.44","12925.31"
"26/07/2021 08:45 - 26/07/2021 09:00","BZN|NL","12036.33","12906.29"
"26/07/2021 09:00 - 26/07/2021 09:15","BZN|NL","12038.56","12854.77"
"26/07/2021 09:15 - 26/07/2021 09:30","BZN|NL","11990.57","12710.63"
"26/07/2021 09:30 - 26/07/2021 09:45","BZN|NL","11980.27","12517.85"
"26/07/2021 09:45 - 26/07/2021 10:00","BZN|NL","11946.93","12320.81"
"26/07/2021 10:00 - 26/07/2021 10:15","BZN|NL","11873.68","12160.90"
"26/07/2021 10:15 - 26/07/2021 10:30","BZN|NL","11826.75","12005.50"
"26/07/2021 10:30 - 26/07/2021 10:45","BZN|NL","11734.81","11841.03"
"26/07/2021 10:45 - 26/07/2021 11:00","BZN|NL","11617.91","11637.62"
"26/07/2021 11:00 - 26/07/2021 11:15","BZN|NL","11526.41","11441.09"
"26/07/2021 11:15 - 26/07/2021 11:30","BZN|NL","11455.13","11335.76"
"26/07/2021 11:30 - 26/07/2021 11:45","BZN|NL","11384.24","11270.57"
"26/07/2021 11:45 - 26/07/2021 12:00","BZN|NL","11357.20","11233.54"
"26/07/2021 12:00 - 26/07/2021 12:15","BZN|NL","11363.83","11201.84"
"26/07/2021 12:15 - 26/07/2021 12:30","BZN|NL","11315.93","11156.52"
"26/07/2021 12:30 - 26/07/2021 12:45","BZN|NL","11242.95","11067.64"
"26/07/2021 12:45 - 26/07/2021 13:00","BZN|NL","11260.35","11036.66"
"26/07/2021 13:00 - 26/07/2021 13:15","BZN|NL","11258.04","11025.30"
"26/07/2021 13:15 - 26/07/2021 13:30","BZN|NL","11323.76","11078.07"
"26/07/2021 13:30 - 26/07/2021 13:45","BZN|NL","11416.81","11119.84"
"26/07/2021 13:45 - 26/07/2021 14:00","BZN|NL","11385.48","11122.04"
"26/07/2021 14:00 - 26/07/2021 14:15","BZN|NL","11383.85","11139.66"
"26/07/2021 14:15 - 26/07/2021 14:30","BZN|NL","11451.82","11168.82"
"26/07/2021 14:30 - 26/07/2021 14:45","BZN|NL","11443.03","11199.90"
"26/07/2021 14:45 - 26/07/2021 15:00","BZN|NL","11458.56","11208.19"
"26/07/2021 15:00 - 26/07/2021 15:15","BZN|NL","11528.90","11227.78"
"26/07/2021 15:15 - 26/07/2021 15:30","BZN|NL","11573.55","11289.26"
"26/07/2021 15:30 - 26/07/2021 15:45","BZN|NL","11611.97","11377.71"
"26/07/2021 15:45 - 26/07/2021 16:00","BZN|NL","11641.75","11521.11"
"26/07/2021 16:00 - 26/07/2021 16:15","BZN|NL","11798.48","11698.33"
"26/07/2021 16:15 - 26/07/2021 16:30","BZN|NL","11930.22","11883.82"
"26/07/2021 16:30 - 26/07/2021 16:45","BZN|NL","12007.03","12077.20"
"26/07/2021 16:45 - 26/07/2021 17:00","BZN|NL","12319.79","12248.36"
"26/07/2021 17:00 - 26/07/2021 17:15","BZN|NL","12620.23","12457.70"
"26/07/2021 17:15 - 26/07/2021 17:30","BZN|NL","12754.79","12668.91"
"26/07/2021 17:30 - 26/07/2021 17:45","BZN|NL","12867.52","12926.40"
"26/07/2021 17:45 - 26/07/2021 18:00","BZN|NL","12862.18","13142.21"
"26/07/2021 18:00 - 26/07/2021 18:15","BZN|NL","12666.78","13231.95"
"26/07/2021 18:15 - 26/07/2021 18:30","BZN|NL","12567.67","13199.18"
"26/07/2021 18:30 - 26/07/2021 18:45","BZN|NL","12626.22","13217.98"
"26/07/2021 18:45 - 26/07/2021 19:00","BZN|NL","12706.11","13263.21"
"26/07/2021 19:00 - 26/07/2021 19:15","BZN|NL","12723.69","13356.94"
"26/07/2021 19:15 - 26/07/2021 19:30","BZN|NL","12779.06","13452.59"
"26/07/2021 19:30 - 26/07/2021 19:45","BZN|NL","12842.05","13560.31"
"26/07/2021 19:45 - 26/07/2021 20:00","BZN|NL","12945.15","13698.63"
"26/07/2021 20:00 - 26/07/2021 20:15","BZN|NL","12921.33","13868.58"
"26/07/2021 20:15 - 26/07/2021 20:30","BZN|NL","12954.63","14018.51"
"26/07/2021 20:30 - 26/07/2021 20:45","BZN|NL","12948.38","14129.67"
"26/07/2021 20:45 - 26/07/2021 21:00","BZN|NL","12986.74","14168.28"
"26/07/2021 21:00 - 26/07/2021 21:15","BZN|NL","12934.21","14158.00"
"26/07/2021 21:15 - 26/07/2021 21:30","BZN|NL","12913.15","14138.69"
"26/07/2021 21:30 - 26/07/2021 21:45","BZN|NL","12895.93","14138.14"
"26/07/2021 21:45 - 26/07/2021 22:00","BZN|NL","12934.69","14122.62"
"26/07/2021 22:00 - 26/07/2021 22:15","BZN|NL","12901.57","14134.81"
"26/07/2021 22:15 - 26/07/2021 22:30","BZN|NL","12836.90","14178.77"
"26/07/2021 22:30 - 26/07/2021 22:45","BZN|NL","12682.45","14167.63"
"26/07/2021 22:45 - 26/07/2021 23:00","BZN|NL","12474.67","14025.77"
"26/07/2021 23:00 - 26/07/2021 23:15","BZN|NL","12372.28","13910.67"
"26/07/2021 23:15 - 26/07/2021 23:30","BZN|NL","12242.57","13868.90"
"26/07/2021 23:30 - 26/07/2021 23:45","BZN|NL","12008.77","13763.99"
"26/07/2021 23:45 - 27/07/2021 00:00","BZN|NL","11842.80","13574.77"
"27/07/2021 00:00 - 27/07/2021 00:15","BZN|NL","11677.45","13394.55"
"27/07/2021 00:15 - 27/07/2021 00:30","BZN|NL","11520.44","13302.79"
"27/07/2021 00:30 - 27/07/2021 00:45","BZN|NL","11347.88","13186.72"
"27/07/2021 00:45 - 27/07/2021 01:00","BZN|NL","11193.73","13040.62"
"27/07/2021 01:00 - 27/07/2021 01:15","BZN|NL","11061.68","12904.73"
"27/07/2021 01:15 - 27/07/2021 01:30","BZN|NL","11005.83","12769.88"
"27/07/2021 01:30 - 27/07/2021 01:45","BZN|NL","10886.12","12646.48"
"27/07/2021 01:45 - 27/07/2021 02:00","BZN|NL","10829.56","12551.95"
"27/07/2021 02:00 - 27/07/2021 02:15","BZN|NL","10784.28","12480.70"
"27/07/2021 02:15 - 27/07/2021 02:30","BZN|NL","10791.87","12449.03"
"27/07/2021 02:30 - 27/07/2021 02:45","BZN|NL","10768.65","12445.36"
"27/07/2021 02:45 - 27/07/2021 03:00","BZN|NL","10699.49","12418.20"
"27/07/2021 03:00 - 27/07/2021 03:15","BZN|NL","10642.95","12383.61"
"27/07/2021 03:15 - 27/07/2021 03:30","BZN|NL","10637.73","12327.93"
"27/07/2021 03:30 - 27/07/2021 03:45","BZN|NL","10616.69","12265.61"
"27/07/2021 03:45 - 27/07/2021 04:00","BZN|NL","10609.70","12217.91"
"27/07/2021 04:00 - 27/07/2021 04:15","BZN|NL","10673.31","12190.45"
"27/07/2021 04:15 - 27/07/2021 04:30","BZN|NL","10623.51","12177.12"
"27/07/2021 04:30 - 27/07/2021 04:45","BZN|NL","10649.87","12174.59"
"27/07/2021 04:45 - 27/07/2021 05:00","BZN|NL","10638.00","12188.55"
"27/07/2021 05:00 - 27/07/2021 05:15","BZN|NL","10721.18","12211.82"
"27/07/2021 05:15 - 27/07/2021 05:30","BZN|NL","10764.31","12268.37"
"27/07/2021 05:30 - 27/07/2021 05:45","BZN|NL","10810.85","12309.81"
"27/07/2021 05:45 - 27/07/2021 06:00","BZN|NL","10862.95","12355.96"
"27/07/2021 06:00 - 27/07/2021 06:15","BZN|NL","11028.49","12416.48"
"27/07/2021 06:15 - 27/07/2021 06:30","BZN|NL","11265.89","12534.13"
"27/07/2021 06:30 - 27/07/2021 06:45","BZN|NL","11308.16","12655.35"
"27/07/2021 06:45 - 27/07/2021 07:00","BZN|NL","11432.95","12756.24"
"27/07/2021 07:00 - 27/07/2021 07:15","BZN|NL","11609.42","12830.07"
"27/07/2021 07:15 - 27/07/2021 07:30","BZN|NL","11767.33","12965.89"
"27/07/2021 07:30 - 27/07/2021 07:45","BZN|NL","11905.46","13088.45"
"27/07/2021 07:45 - 27/07/2021 08:00","BZN|NL","12035.57","13153.18"
"27/07/2021 08:00 - 27/07/2021 08:15","BZN|NL","12153.23","13202.11"
"27/07/2021 08:15 - 27/07/2021 08:30","BZN|NL","12211.28","13197.70"
"27/07/2021 08:30 - 27/07/2021 08:45","BZN|NL","12317.97","13148.60"
