"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"16/01/2021 01:30 - 16/01/2021 01:45","BZN|NL","11439.55","12699.29"
"16/01/2021 01:45 - 16/01/2021 02:00","BZN|NL","11346.97","12553.57"
"16/01/2021 02:00 - 16/01/2021 02:15","BZN|NL","11276.67","12408.49"
"16/01/2021 02:15 - 16/01/2021 02:30","BZN|NL","11233.50","12331.36"
"16/01/2021 02:30 - 16/01/2021 02:45","BZN|NL","11180.25","12294.89"
"16/01/2021 02:45 - 16/01/2021 03:00","BZN|NL","11148.35","12249.90"
"16/01/2021 03:00 - 16/01/2021 03:15","BZN|NL","11113.61","12200.34"
"16/01/2021 03:15 - 16/01/2021 03:30","BZN|NL","11070.24","12174.19"
"16/01/2021 03:30 - 16/01/2021 03:45","BZN|NL","11044.45","12116.36"
"16/01/2021 03:45 - 16/01/2021 04:00","BZN|NL","11047.75","12067.63"
"16/01/2021 04:00 - 16/01/2021 04:15","BZN|NL","11083.17","12044.40"
"16/01/2021 04:15 - 16/01/2021 04:30","BZN|NL","11104.97","12033.28"
"16/01/2021 04:30 - 16/01/2021 04:45","BZN|NL","11097.91","11995.73"
"16/01/2021 04:45 - 16/01/2021 05:00","BZN|NL","11088.31","11989.93"
"16/01/2021 05:00 - 16/01/2021 05:15","BZN|NL","11165.00","12006.84"
"16/01/2021 05:15 - 16/01/2021 05:30","BZN|NL","11246.23","12024.17"
"16/01/2021 05:30 - 16/01/2021 05:45","BZN|NL","11306.36","12081.17"
"16/01/2021 05:45 - 16/01/2021 06:00","BZN|NL","11327.87","12106.80"
"16/01/2021 06:00 - 16/01/2021 06:15","BZN|NL","11523.07","12166.61"
"16/01/2021 06:15 - 16/01/2021 06:30","BZN|NL","11621.70","12269.72"
"16/01/2021 06:30 - 16/01/2021 06:45","BZN|NL","11735.28","12330.57"
"16/01/2021 06:45 - 16/01/2021 07:00","BZN|NL","11888.77","12398.40"
"16/01/2021 07:00 - 16/01/2021 07:15","BZN|NL","12135.65","12502.91"
"16/01/2021 07:15 - 16/01/2021 07:30","BZN|NL","12325.79","12668.90"
"16/01/2021 07:30 - 16/01/2021 07:45","BZN|NL","12454.58","12809.92"
"16/01/2021 07:45 - 16/01/2021 08:00","BZN|NL","12692.57","12921.34"
"16/01/2021 08:00 - 16/01/2021 08:15","BZN|NL","12938.46","13061.17"
"16/01/2021 08:15 - 16/01/2021 08:30","BZN|NL","13131.72","13252.21"
"16/01/2021 08:30 - 16/01/2021 08:45","BZN|NL","13280.63","13399.31"
"16/01/2021 08:45 - 16/01/2021 09:00","BZN|NL","13491.42","13492.21"
"16/01/2021 09:00 - 16/01/2021 09:15","BZN|NL","13700.21","13593.93"
"16/01/2021 09:15 - 16/01/2021 09:30","BZN|NL","13825.36","13693.64"
"16/01/2021 09:30 - 16/01/2021 09:45","BZN|NL","14011.17","13760.01"
"16/01/2021 09:45 - 16/01/2021 10:00","BZN|NL","14102.16","13797.27"
"16/01/2021 10:00 - 16/01/2021 10:15","BZN|NL","14221.11","13815.56"
"16/01/2021 10:15 - 16/01/2021 10:30","BZN|NL","14253.70","13817.59"
"16/01/2021 10:30 - 16/01/2021 10:45","BZN|NL","14270.04","13800.14"
"16/01/2021 10:45 - 16/01/2021 11:00","BZN|NL","14340.00","13765.58"
"16/01/2021 11:00 - 16/01/2021 11:15","BZN|NL","14364.75","13697.61"
"16/01/2021 11:15 - 16/01/2021 11:30","BZN|NL","14449.50","13593.06"
"16/01/2021 11:30 - 16/01/2021 11:45","BZN|NL","14418.63","13509.11"
"16/01/2021 11:45 - 16/01/2021 12:00","BZN|NL","14498.83","13456.44"
"16/01/2021 12:00 - 16/01/2021 12:15","BZN|NL","14501.26","13401.40"
"16/01/2021 12:15 - 16/01/2021 12:30","BZN|NL","14511.43","13324.16"
"16/01/2021 12:30 - 16/01/2021 12:45","BZN|NL","14474.53","13215.71"
"16/01/2021 12:45 - 16/01/2021 13:00","BZN|NL","14431.41","13130.29"
"16/01/2021 13:00 - 16/01/2021 13:15","BZN|NL","14447.97","13103.73"
"16/01/2021 13:15 - 16/01/2021 13:30","BZN|NL","14456.27","13099.42"
"16/01/2021 13:30 - 16/01/2021 13:45","BZN|NL","14455.93","13088.52"
"16/01/2021 13:45 - 16/01/2021 14:00","BZN|NL","14471.65","13097.19"
"16/01/2021 14:00 - 16/01/2021 14:15","BZN|NL","14460.13","13133.08"
"16/01/2021 14:15 - 16/01/2021 14:30","BZN|NL","14521.45","13188.87"
"16/01/2021 14:30 - 16/01/2021 14:45","BZN|NL","14526.74","13258.77"
"16/01/2021 14:45 - 16/01/2021 15:00","BZN|NL","14526.11","13372.33"
"16/01/2021 15:00 - 16/01/2021 15:15","BZN|NL","14528.65","13475.45"
"16/01/2021 15:15 - 16/01/2021 15:30","BZN|NL","14507.01","13556.90"
"16/01/2021 15:30 - 16/01/2021 15:45","BZN|NL","14532.21","13675.74"
"16/01/2021 15:45 - 16/01/2021 16:00","BZN|NL","14570.50","13793.61"
"16/01/2021 16:00 - 16/01/2021 16:15","BZN|NL","14546.77","13888.70"
"16/01/2021 16:15 - 16/01/2021 16:30","BZN|NL","14615.71","13944.34"
"16/01/2021 16:30 - 16/01/2021 16:45","BZN|NL","14741.53","14067.34"
"16/01/2021 16:45 - 16/01/2021 17:00","BZN|NL","14959.93","14242.55"
"16/01/2021 17:00 - 16/01/2021 17:15","BZN|NL","15207.51","14442.44"
"16/01/2021 17:15 - 16/01/2021 17:30","BZN|NL","15594.23","14598.93"
"16/01/2021 17:30 - 16/01/2021 17:45","BZN|NL","15797.40","14808.85"
"16/01/2021 17:45 - 16/01/2021 18:00","BZN|NL","15807.35","14909.50"
"16/01/2021 18:00 - 16/01/2021 18:15","BZN|NL","15499.52","14673.24"
"16/01/2021 18:15 - 16/01/2021 18:30","BZN|NL","15363.99","14195.50"
"16/01/2021 18:30 - 16/01/2021 18:45","BZN|NL","15190.48","14005.83"
"16/01/2021 18:45 - 16/01/2021 19:00","BZN|NL","15043.39","13874.75"
"16/01/2021 19:00 - 16/01/2021 19:15","BZN|NL","14838.81","13769.81"
"16/01/2021 19:15 - 16/01/2021 19:30","BZN|NL","14662.81","13620.27"
"16/01/2021 19:30 - 16/01/2021 19:45","BZN|NL","14509.46","13458.15"
"16/01/2021 19:45 - 16/01/2021 20:00","BZN|NL","14402.40","13313.77"
"16/01/2021 20:00 - 16/01/2021 20:15","BZN|NL","14190.53","13240.93"
"16/01/2021 20:15 - 16/01/2021 20:30","BZN|NL","14035.09","13273.90"
"16/01/2021 20:30 - 16/01/2021 20:45","BZN|NL","13812.75","13186.19"
"16/01/2021 20:45 - 16/01/2021 21:00","BZN|NL","13647.44","13036.45"
"16/01/2021 21:00 - 16/01/2021 21:15","BZN|NL","13434.68","12936.82"
"16/01/2021 21:15 - 16/01/2021 21:30","BZN|NL","13318.82","12818.45"
"16/01/2021 21:30 - 16/01/2021 21:45","BZN|NL","13138.14","12714.76"
"16/01/2021 21:45 - 16/01/2021 22:00","BZN|NL","12998.30","12603.85"
"16/01/2021 22:00 - 16/01/2021 22:15","BZN|NL","12789.63","12500.50"
"16/01/2021 22:15 - 16/01/2021 22:30","BZN|NL","12674.61","12432.10"
"16/01/2021 22:30 - 16/01/2021 22:45","BZN|NL","12542.33","12354.87"
"16/01/2021 22:45 - 16/01/2021 23:00","BZN|NL","12447.73","12253.00"
"16/01/2021 23:00 - 16/01/2021 23:15","BZN|NL","12288.17","12192.94"
"16/01/2021 23:15 - 16/01/2021 23:30","BZN|NL","12181.77","12151.60"
"16/01/2021 23:30 - 16/01/2021 23:45","BZN|NL","12070.62","12042.74"
"16/01/2021 23:45 - 17/01/2021 00:00","BZN|NL","11877.75","11928.00"
"17/01/2021 00:00 - 17/01/2021 00:15","BZN|NL","11894.40","11866.57"
"17/01/2021 00:15 - 17/01/2021 00:30","BZN|NL","11825.73","11911.17"
"17/01/2021 00:30 - 17/01/2021 00:45","BZN|NL","11740.53","11898.49"
"17/01/2021 00:45 - 17/01/2021 01:00","BZN|NL","11622.95","11789.16"
"17/01/2021 01:00 - 17/01/2021 01:15","BZN|NL","11557.69","11690.86"
"17/01/2021 01:15 - 17/01/2021 01:30","BZN|NL","11444.30","11621.69"
"17/01/2021 01:30 - 17/01/2021 01:45","BZN|NL","11365.70","11532.77"
"17/01/2021 01:45 - 17/01/2021 02:00","BZN|NL","11254.63","11424.42"
"17/01/2021 02:00 - 17/01/2021 02:15","BZN|NL","11201.79","11355.90"
"17/01/2021 02:15 - 17/01/2021 02:30","BZN|NL","11181.46","11303.07"
"17/01/2021 02:30 - 17/01/2021 02:45","BZN|NL","11086.44","11256.76"
"17/01/2021 02:45 - 17/01/2021 03:00","BZN|NL","11065.07","11229.10"
"17/01/2021 03:00 - 17/01/2021 03:15","BZN|NL","10998.06","11196.40"
"17/01/2021 03:15 - 17/01/2021 03:30","BZN|NL","10951.77","11205.04"
"17/01/2021 03:30 - 17/01/2021 03:45","BZN|NL","10952.25","11225.04"
"17/01/2021 03:45 - 17/01/2021 04:00","BZN|NL","10946.70","11229.66"
"17/01/2021 04:00 - 17/01/2021 04:15","BZN|NL","10950.55","11219.41"
"17/01/2021 04:15 - 17/01/2021 04:30","BZN|NL","10934.68","11253.44"
"17/01/2021 04:30 - 17/01/2021 04:45","BZN|NL","10937.98","11246.06"
"17/01/2021 04:45 - 17/01/2021 05:00","BZN|NL","10929.02","11239.73"
"17/01/2021 05:00 - 17/01/2021 05:15","BZN|NL","10953.45","11243.45"
"17/01/2021 05:15 - 17/01/2021 05:30","BZN|NL","11002.03","11256.89"
"17/01/2021 05:30 - 17/01/2021 05:45","BZN|NL","11048.71","11316.88"
"17/01/2021 05:45 - 17/01/2021 06:00","BZN|NL","11060.37","11321.41"
"17/01/2021 06:00 - 17/01/2021 06:15","BZN|NL","11147.90","11318.04"
"17/01/2021 06:15 - 17/01/2021 06:30","BZN|NL","11160.50","11349.35"
"17/01/2021 06:30 - 17/01/2021 06:45","BZN|NL","11218.10","11384.03"
"17/01/2021 06:45 - 17/01/2021 07:00","BZN|NL","11295.30","11439.11"
"17/01/2021 07:00 - 17/01/2021 07:15","BZN|NL","11398.57","11516.88"
"17/01/2021 07:15 - 17/01/2021 07:30","BZN|NL","11505.73","11597.97"
"17/01/2021 07:30 - 17/01/2021 07:45","BZN|NL","11622.49","11660.31"
"17/01/2021 07:45 - 17/01/2021 08:00","BZN|NL","11749.91","11764.37"
"17/01/2021 08:00 - 17/01/2021 08:15","BZN|NL","11959.65","11910.39"
"17/01/2021 08:15 - 17/01/2021 08:30","BZN|NL","12143.54","12130.01"
"17/01/2021 08:30 - 17/01/2021 08:45","BZN|NL","12182.76","12269.47"
"17/01/2021 08:45 - 17/01/2021 09:00","BZN|NL","12325.75","12389.02"
"17/01/2021 09:00 - 17/01/2021 09:15","BZN|NL","12511.15","12516.84"
"17/01/2021 09:15 - 17/01/2021 09:30","BZN|NL","12734.36","12673.92"
"17/01/2021 09:30 - 17/01/2021 09:45","BZN|NL","12834.04","12827.20"
"17/01/2021 09:45 - 17/01/2021 10:00","BZN|NL","12972.98","12967.85"
"17/01/2021 10:00 - 17/01/2021 10:15","BZN|NL","13077.39","13067.82"
"17/01/2021 10:15 - 17/01/2021 10:30","BZN|NL","13093.68","13152.35"
"17/01/2021 10:30 - 17/01/2021 10:45","BZN|NL","13109.14","13202.32"
"17/01/2021 10:45 - 17/01/2021 11:00","BZN|NL","13082.73","13217.96"
"17/01/2021 11:00 - 17/01/2021 11:15","BZN|NL","13018.19","13239.35"
"17/01/2021 11:15 - 17/01/2021 11:30","BZN|NL","12906.91","13283.84"
"17/01/2021 11:30 - 17/01/2021 11:45","BZN|NL","12878.05","13311.01"
"17/01/2021 11:45 - 17/01/2021 12:00","BZN|NL","12881.70","13350.17"
"17/01/2021 12:00 - 17/01/2021 12:15","BZN|NL","12849.05","13381.11"
"17/01/2021 12:15 - 17/01/2021 12:30","BZN|NL","12808.63","13415.21"
"17/01/2021 12:30 - 17/01/2021 12:45","BZN|NL","12646.81","13408.43"
"17/01/2021 12:45 - 17/01/2021 13:00","BZN|NL","12562.58","13433.98"
"17/01/2021 13:00 - 17/01/2021 13:15","BZN|NL","12509.37","13454.36"
"17/01/2021 13:15 - 17/01/2021 13:30","BZN|NL","12467.60","13478.33"
"17/01/2021 13:30 - 17/01/2021 13:45","BZN|NL","12456.95","13499.03"
"17/01/2021 13:45 - 17/01/2021 14:00","BZN|NL","12479.61","13516.67"
"17/01/2021 14:00 - 17/01/2021 14:15","BZN|NL","12508.64","13559.86"
"17/01/2021 14:15 - 17/01/2021 14:30","BZN|NL","12593.35","13646.62"
"17/01/2021 14:30 - 17/01/2021 14:45","BZN|NL","12677.18","13734.96"
"17/01/2021 14:45 - 17/01/2021 15:00","BZN|NL","12798.07","13804.35"
"17/01/2021 15:00 - 17/01/2021 15:15","BZN|NL","12841.10","13831.90"
"17/01/2021 15:15 - 17/01/2021 15:30","BZN|NL","12944.13","13912.30"
"17/01/2021 15:30 - 17/01/2021 15:45","BZN|NL","13059.47","14036.33"
"17/01/2021 15:45 - 17/01/2021 16:00","BZN|NL","13162.31","14098.96"
"17/01/2021 16:00 - 17/01/2021 16:15","BZN|NL","13287.20","14165.36"
"17/01/2021 16:15 - 17/01/2021 16:30","BZN|NL","13436.99","14293.25"
"17/01/2021 16:30 - 17/01/2021 16:45","BZN|NL","13672.15","14455.22"
"17/01/2021 16:45 - 17/01/2021 17:00","BZN|NL","13977.03","14643.63"
"17/01/2021 17:00 - 17/01/2021 17:15","BZN|NL","14250.10","14908.23"
"17/01/2021 17:15 - 17/01/2021 17:30","BZN|NL","14736.91","15082.90"
"17/01/2021 17:30 - 17/01/2021 17:45","BZN|NL","15115.10","15318.87"
"17/01/2021 17:45 - 17/01/2021 18:00","BZN|NL","15129.55","15406.09"
"17/01/2021 18:00 - 17/01/2021 18:15","BZN|NL","14879.54","15115.56"
"17/01/2021 18:15 - 17/01/2021 18:30","BZN|NL","14719.38","14646.82"
"17/01/2021 18:30 - 17/01/2021 18:45","BZN|NL","14570.78","14525.69"
"17/01/2021 18:45 - 17/01/2021 19:00","BZN|NL","14487.96","14409.65"
"17/01/2021 19:00 - 17/01/2021 19:15","BZN|NL","14333.60","14355.40"
"17/01/2021 19:15 - 17/01/2021 19:30","BZN|NL","14175.69","14274.91"
"17/01/2021 19:30 - 17/01/2021 19:45","BZN|NL","14039.12","14211.02"
"17/01/2021 19:45 - 17/01/2021 20:00","BZN|NL","13994.05","14134.88"
"17/01/2021 20:00 - 17/01/2021 20:15","BZN|NL","13750.33","14033.43"
"17/01/2021 20:15 - 17/01/2021 20:30","BZN|NL","13651.36","13970.93"
"17/01/2021 20:30 - 17/01/2021 20:45","BZN|NL","13451.66","13847.16"
"17/01/2021 20:45 - 17/01/2021 21:00","BZN|NL","13277.04","13653.04"
"17/01/2021 21:00 - 17/01/2021 21:15","BZN|NL","13134.05","13515.65"
"17/01/2021 21:15 - 17/01/2021 21:30","BZN|NL","12986.07","13416.43"
"17/01/2021 21:30 - 17/01/2021 21:45","BZN|NL","12868.40","13317.96"
"17/01/2021 21:45 - 17/01/2021 22:00","BZN|NL","12700.32","13227.49"
"17/01/2021 22:00 - 17/01/2021 22:15","BZN|NL","12554.73","13151.23"
"17/01/2021 22:15 - 17/01/2021 22:30","BZN|NL","12382.86","13064.89"
"17/01/2021 22:30 - 17/01/2021 22:45","BZN|NL","12233.35","12941.48"
"17/01/2021 22:45 - 17/01/2021 23:00","BZN|NL","12092.65","12786.88"
"17/01/2021 23:00 - 17/01/2021 23:15","BZN|NL","11957.81","12666.98"
"17/01/2021 23:15 - 17/01/2021 23:30","BZN|NL","11791.57","12605.16"
"17/01/2021 23:30 - 17/01/2021 23:45","BZN|NL","11615.29","12480.17"
"17/01/2021 23:45 - 18/01/2021 00:00","BZN|NL","11475.97","12320.47"
"18/01/2021 00:00 - 18/01/2021 00:15","BZN|NL","11416.33","12064.45"
"18/01/2021 00:15 - 18/01/2021 00:30","BZN|NL","11354.71","12120.66"
"18/01/2021 00:30 - 18/01/2021 00:45","BZN|NL","11286.55","12132.73"
"18/01/2021 00:45 - 18/01/2021 01:00","BZN|NL","11222.43","12049.96"
"18/01/2021 01:00 - 18/01/2021 01:15","BZN|NL","11202.99","11891.52"
"18/01/2021 01:15 - 18/01/2021 01:30","BZN|NL","11123.81","11842.31"
"18/01/2021 01:30 - 18/01/2021 01:45","BZN|NL","11053.79","11807.73"
"18/01/2021 01:45 - 18/01/2021 02:00","BZN|NL","10996.81","11773.45"
"18/01/2021 02:00 - 18/01/2021 02:15","BZN|NL","11001.22","11747.85"
"18/01/2021 02:15 - 18/01/2021 02:30","BZN|NL","10972.47","11720.06"
"18/01/2021 02:30 - 18/01/2021 02:45","BZN|NL","10944.43","11666.37"
"18/01/2021 02:45 - 18/01/2021 03:00","BZN|NL","10885.41","11616.57"
"18/01/2021 03:00 - 18/01/2021 03:15","BZN|NL","10912.01","11599.57"
"18/01/2021 03:15 - 18/01/2021 03:30","BZN|NL","10892.37","11595.52"
"18/01/2021 03:30 - 18/01/2021 03:45","BZN|NL","10894.39","11580.76"
"18/01/2021 03:45 - 18/01/2021 04:00","BZN|NL","10919.86","11550.97"
"18/01/2021 04:00 - 18/01/2021 04:15","BZN|NL","10994.19","11577.06"
"18/01/2021 04:15 - 18/01/2021 04:30","BZN|NL","11085.99","11628.30"
"18/01/2021 04:30 - 18/01/2021 04:45","BZN|NL","11103.33","11668.42"
"18/01/2021 04:45 - 18/01/2021 05:00","BZN|NL","11147.19","11715.32"
"18/01/2021 05:00 - 18/01/2021 05:15","BZN|NL","11294.77","11808.02"
"18/01/2021 05:15 - 18/01/2021 05:30","BZN|NL","11508.80","11957.39"
"18/01/2021 05:30 - 18/01/2021 05:45","BZN|NL","11702.03","12089.80"
"18/01/2021 05:45 - 18/01/2021 06:00","BZN|NL","11905.15","12254.93"
"18/01/2021 06:00 - 18/01/2021 06:15","BZN|NL","12270.77","12516.17"
"18/01/2021 06:15 - 18/01/2021 06:30","BZN|NL","12613.19","12842.28"
"18/01/2021 06:30 - 18/01/2021 06:45","BZN|NL","12922.41","13119.61"
"18/01/2021 06:45 - 18/01/2021 07:00","BZN|NL","13288.24","13368.94"
"18/01/2021 07:00 - 18/01/2021 07:15","BZN|NL","13879.33","13680.66"
"18/01/2021 07:15 - 18/01/2021 07:30","BZN|NL","14263.93","14071.28"
"18/01/2021 07:30 - 18/01/2021 07:45","BZN|NL","14751.70","14445.65"
"18/01/2021 07:45 - 18/01/2021 08:00","BZN|NL","15211.70","14814.06"
"18/01/2021 08:00 - 18/01/2021 08:15","BZN|NL","15685.03","15151.58"
"18/01/2021 08:15 - 18/01/2021 08:30","BZN|NL","16005.20","15540.17"
"18/01/2021 08:30 - 18/01/2021 08:45","BZN|NL","16165.11","15865.63"
"18/01/2021 08:45 - 18/01/2021 09:00","BZN|NL","16309.21","16049.73"
"18/01/2021 09:00 - 18/01/2021 09:15","BZN|NL","16333.92","16144.37"
"18/01/2021 09:15 - 18/01/2021 09:30","BZN|NL","16371.88","16238.52"
"18/01/2021 09:30 - 18/01/2021 09:45","BZN|NL","16372.51","16271.08"
"18/01/2021 09:45 - 18/01/2021 10:00","BZN|NL","16368.13","16262.11"
"18/01/2021 10:00 - 18/01/2021 10:15","BZN|NL","16365.21","16377.74"
"18/01/2021 10:15 - 18/01/2021 10:30","BZN|NL","16252.99","16352.81"
"18/01/2021 10:30 - 18/01/2021 10:45","BZN|NL","16136.67","16285.74"
"18/01/2021 10:45 - 18/01/2021 11:00","BZN|NL","16044.87","16257.51"
"18/01/2021 11:00 - 18/01/2021 11:15","BZN|NL","15969.39","16246.84"
"18/01/2021 11:15 - 18/01/2021 11:30","BZN|NL","15911.02","16221.65"
"18/01/2021 11:30 - 18/01/2021 11:45","BZN|NL","15904.99","16201.15"
"18/01/2021 11:45 - 18/01/2021 12:00","BZN|NL","15937.09","16210.97"
"18/01/2021 12:00 - 18/01/2021 12:15","BZN|NL","15903.90","16225.24"
"18/01/2021 12:15 - 18/01/2021 12:30","BZN|NL","15770.44","16213.18"
"18/01/2021 12:30 - 18/01/2021 12:45","BZN|NL","15605.95","16153.62"
"18/01/2021 12:45 - 18/01/2021 13:00","BZN|NL","15597.41","16116.57"
"18/01/2021 13:00 - 18/01/2021 13:15","BZN|NL","15673.78","16119.23"
"18/01/2021 13:15 - 18/01/2021 13:30","BZN|NL","15742.51","16186.50"
"18/01/2021 13:30 - 18/01/2021 13:45","BZN|NL","15715.75","16262.32"
"18/01/2021 13:45 - 18/01/2021 14:00","BZN|NL","15700.81","16249.32"
"18/01/2021 14:00 - 18/01/2021 14:15","BZN|NL","15759.09","16225.69"
"18/01/2021 14:15 - 18/01/2021 14:30","BZN|NL","15848.86","16279.23"
"18/01/2021 14:30 - 18/01/2021 14:45","BZN|NL","15871.99","16318.51"
"18/01/2021 14:45 - 18/01/2021 15:00","BZN|NL","15899.27","16329.69"
"18/01/2021 15:00 - 18/01/2021 15:15","BZN|NL","15913.93","16387.43"
"18/01/2021 15:15 - 18/01/2021 15:30","BZN|NL","15950.35","16392.47"
"18/01/2021 15:30 - 18/01/2021 15:45","BZN|NL","16000.52","16420.30"
"18/01/2021 15:45 - 18/01/2021 16:00","BZN|NL","16014.43","16461.62"
"18/01/2021 16:00 - 18/01/2021 16:15","BZN|NL","16063.38","16475.09"
"18/01/2021 16:15 - 18/01/2021 16:30","BZN|NL","16141.68","16433.46"
"18/01/2021 16:30 - 18/01/2021 16:45","BZN|NL","16268.33","16495.41"
"18/01/2021 16:45 - 18/01/2021 17:00","BZN|NL","16502.39","16650.05"
"18/01/2021 17:00 - 18/01/2021 17:15","BZN|NL","16617.50","16843.03"
"18/01/2021 17:15 - 18/01/2021 17:30","BZN|NL","16954.65","16906.93"
"18/01/2021 17:30 - 18/01/2021 17:45","BZN|NL","17085.38","17036.14"
"18/01/2021 17:45 - 18/01/2021 18:00","BZN|NL","16955.78","16947.45"
"18/01/2021 18:00 - 18/01/2021 18:15","BZN|NL","16481.35","16537.46"
"18/01/2021 18:15 - 18/01/2021 18:30","BZN|NL","16312.72","15969.84"
"18/01/2021 18:30 - 18/01/2021 18:45","BZN|NL","16108.64","15709.93"
"18/01/2021 18:45 - 18/01/2021 19:00","BZN|NL","15996.80","15508.57"
"18/01/2021 19:00 - 18/01/2021 19:15","BZN|NL","15823.51","15404.14"
"18/01/2021 19:15 - 18/01/2021 19:30","BZN|NL","15666.47","15283.37"
"18/01/2021 19:30 - 18/01/2021 19:45","BZN|NL","15481.39","15150.51"
"18/01/2021 19:45 - 18/01/2021 20:00","BZN|NL","15395.32","15060.70"
"18/01/2021 20:00 - 18/01/2021 20:15","BZN|NL","15091.32","14936.54"
"18/01/2021 20:15 - 18/01/2021 20:30","BZN|NL","14908.01","14735.46"
"18/01/2021 20:30 - 18/01/2021 20:45","BZN|NL","14705.53","14549.19"
"18/01/2021 20:45 - 18/01/2021 21:00","BZN|NL","14519.28","14389.79"
"18/01/2021 21:00 - 18/01/2021 21:15","BZN|NL","14265.73","14218.49"
"18/01/2021 21:15 - 18/01/2021 21:30","BZN|NL","14125.77","14001.18"
"18/01/2021 21:30 - 18/01/2021 21:45","BZN|NL","13880.67","13835.76"
"18/01/2021 21:45 - 18/01/2021 22:00","BZN|NL","13691.43","13671.85"
"18/01/2021 22:00 - 18/01/2021 22:15","BZN|NL","13400.05","13535.86"
"18/01/2021 22:15 - 18/01/2021 22:30","BZN|NL","13215.77","13396.49"
"18/01/2021 22:30 - 18/01/2021 22:45","BZN|NL","13012.33","13217.32"
"18/01/2021 22:45 - 18/01/2021 23:00","BZN|NL","12833.20","13016.78"
"18/01/2021 23:00 - 18/01/2021 23:15","BZN|NL","12731.63","12928.82"
"18/01/2021 23:15 - 18/01/2021 23:30","BZN|NL","12555.61","12891.78"
"18/01/2021 23:30 - 18/01/2021 23:45","BZN|NL","12371.17","12758.65"
"18/01/2021 23:45 - 19/01/2021 00:00","BZN|NL","12236.79","12647.09"
"19/01/2021 00:00 - 19/01/2021 00:15","BZN|NL","12137.59","12559.04"
"19/01/2021 00:15 - 19/01/2021 00:30","BZN|NL","12036.74","12546.83"
"19/01/2021 00:30 - 19/01/2021 00:45","BZN|NL","11883.49","12524.21"
"19/01/2021 00:45 - 19/01/2021 01:00","BZN|NL","11720.15","12435.48"
"19/01/2021 01:00 - 19/01/2021 01:15","BZN|NL","11681.23","12323.08"
"19/01/2021 01:15 - 19/01/2021 01:30","BZN|NL","11605.67","12254.02"
"19/01/2021 01:30 - 19/01/2021 01:45","BZN|NL","11522.51","12165.88"
"19/01/2021 01:45 - 19/01/2021 02:00","BZN|NL","11485.52","12076.91"
"19/01/2021 02:00 - 19/01/2021 02:15","BZN|NL","11434.61","12024.33"
"19/01/2021 02:15 - 19/01/2021 02:30","BZN|NL","11408.67","12001.10"
"19/01/2021 02:30 - 19/01/2021 02:45","BZN|NL","11323.66","11980.64"
"19/01/2021 02:45 - 19/01/2021 03:00","BZN|NL","11277.76","11944.59"
"19/01/2021 03:00 - 19/01/2021 03:15","BZN|NL","11261.69","11933.46"
"19/01/2021 03:15 - 19/01/2021 03:30","BZN|NL","11282.70","11943.15"
"19/01/2021 03:30 - 19/01/2021 03:45","BZN|NL","11264.99","11951.32"
"19/01/2021 03:45 - 19/01/2021 04:00","BZN|NL","11262.83","11962.56"
"19/01/2021 04:00 - 19/01/2021 04:15","BZN|NL","11278.41","11987.73"
"19/01/2021 04:15 - 19/01/2021 04:30","BZN|NL","11318.55","12035.60"
"19/01/2021 04:30 - 19/01/2021 04:45","BZN|NL","11373.86","12094.20"
"19/01/2021 04:45 - 19/01/2021 05:00","BZN|NL","11439.49","12136.94"
"19/01/2021 05:00 - 19/01/2021 05:15","BZN|NL","11576.41","12212.86"
"19/01/2021 05:15 - 19/01/2021 05:30","BZN|NL","11753.49","12366.75"
"19/01/2021 05:30 - 19/01/2021 05:45","BZN|NL","11935.60","12528.20"
"19/01/2021 05:45 - 19/01/2021 06:00","BZN|NL","12125.73","12668.31"
"19/01/2021 06:00 - 19/01/2021 06:15","BZN|NL","12498.13","12917.05"
"19/01/2021 06:15 - 19/01/2021 06:30","BZN|NL","12841.54","13253.08"
"19/01/2021 06:30 - 19/01/2021 06:45","BZN|NL","13124.61","13554.76"
"19/01/2021 06:45 - 19/01/2021 07:00","BZN|NL","13468.35","13806.41"
"19/01/2021 07:00 - 19/01/2021 07:15","BZN|NL","14043.17","14162.95"
"19/01/2021 07:15 - 19/01/2021 07:30","BZN|NL","14517.28","14613.85"
"19/01/2021 07:30 - 19/01/2021 07:45","BZN|NL","14934.08","15019.80"
"19/01/2021 07:45 - 19/01/2021 08:00","BZN|NL","15362.47","15388.65"
"19/01/2021 08:00 - 19/01/2021 08:15","BZN|NL","15831.89","15783.94"
"19/01/2021 08:15 - 19/01/2021 08:30","BZN|NL","16131.97","16171.06"
"19/01/2021 08:30 - 19/01/2021 08:45","BZN|NL","16328.55","16457.46"
"19/01/2021 08:45 - 19/01/2021 09:00","BZN|NL","16472.26","16605.08"
"19/01/2021 09:00 - 19/01/2021 09:15","BZN|NL","16587.93","15363.33"
"19/01/2021 09:15 - 19/01/2021 09:30","BZN|NL","16684.98","16822.26"
"19/01/2021 09:30 - 19/01/2021 09:45","BZN|NL","16678.41","16865.04"
"19/01/2021 09:45 - 19/01/2021 10:00","BZN|NL","16738.36","16849.01"
"19/01/2021 10:00 - 19/01/2021 10:15","BZN|NL","16715.47","16836.89"
"19/01/2021 10:15 - 19/01/2021 10:30","BZN|NL","16614.92","16772.95"
