event_time_utc,zone,temperature_c,u10_ms,v10_ms,surface_pressure_pa
2020-01-15 02:00:00,NL,11.187317,6.182383,10.089671,100110.61
2020-01-15 03:00:00,NL,11.03714,5.743314,10.234935,100111.71
2020-01-15 04:00:00,NL,10.847443,5.441412,10.267018,100111.24
2020-01-15 05:00:00,NL,10.706696,5.1563616,9.98042,100133.33
2020-01-15 06:00:00,NL,10.513458,4.8042135,9.552303,100186.414
2020-01-15 07:00:00,NL,10.313568,4.48318,9.069455,100222.05
2020-01-15 08:00:00,NL,10.151733,4.1513643,8.714677,100269.164
2020-01-15 09:00:00,NL,10.211456,3.8281775,8.610527,100318.586
2020-01-15 10:00:00,NL,10.521362,3.7014208,7.930592,100350.875
2020-01-15 11:00:00,NL,10.71756,3.8994417,7.6935306,100364.7
2020-01-15 12:00:00,NL,10.860474,4.417408,7.3041143,100384.76
2020-01-15 13:00:00,NL,10.667328,5.4759245,6.646593,100426.695
2020-01-15 14:00:00,NL,10.328522,6.360441,5.3965597,100533.54
2020-01-15 15:00:00,NL,9.801758,6.410295,4.408125,100640.94
2020-01-15 16:00:00,NL,9.238129,6.1728415,3.9358888,100784.61
2020-01-15 17:00:00,NL,8.761597,5.989419,3.9199274,100942.805
2020-01-15 18:00:00,NL,8.315826,6.044206,3.9164813,101080.87
2020-01-15 19:00:00,NL,7.942444,6.0248737,3.9947681,101229.72
2020-01-15 20:00:00,NL,7.6998596,5.8229227,4.0227494,101335.14
2020-01-15 21:00:00,NL,7.4771423,5.764528,4.1190434,101436.94
2020-01-15 22:00:00,NL,7.255127,5.837611,4.0905323,101565.164
2020-01-15 23:00:00,NL,7.083008,5.593813,4.0054708,101674.805
2020-01-16 00:00:00,NL,6.8505554,5.159393,3.9627585,101757.195
2020-01-16 01:00:00,NL,6.630066,4.693867,4.14064,101803.27
2020-01-16 02:00:00,NL,6.372711,4.2753267,4.2633514,101880.25
