event_time_utc,zone,temperature_c,u10_ms,v10_ms,surface_pressure_pa
2021-01-05 06:00:00,NL,2.9935913,-5.702955,-3.3377934,101467.64
2021-01-05 07:00:00,NL,3.0168762,-5.581786,-3.1843345,101498.92
2021-01-05 08:00:00,NL,3.0232544,-5.3985224,-3.189633,101533.48
2021-01-05 09:00:00,NL,3.0673828,-5.442663,-3.3233387,101547.945
2021-01-05 10:00:00,NL,3.163025,-5.3388824,-3.6717844,101557.08
2021-01-05 11:00:00,NL,3.2959595,-5.61437,-3.7695155,101540.33
2021-01-05 12:00:00,NL,3.4036255,-5.6357656,-3.7358658,101503.37
2021-01-05 13:00:00,NL,3.4594116,-5.6017976,-3.813885,101473.85
2021-01-05 14:00:00,NL,3.4689026,-5.519771,-3.743171,101478.3
2021-01-05 15:00:00,NL,3.4494324,-5.290722,-3.4459872,101495.6
2021-01-05 16:00:00,NL,3.4164429,-5.1366143,-3.2951639,101509.14
2021-01-05 17:00:00,NL,3.4439087,-5.205552,-3.158434,101512.98
2021-01-05 18:00:00,NL,3.4484253,-5.2081947,-3.0112653,101540.336
2021-01-05 19:00:00,NL,3.4421082,-5.146359,-2.9130735,101551.164
2021-01-05 20:00:00,NL,3.4154358,-5.0338426,-2.8775349,101577.94
2021-01-05 21:00:00,NL,3.3948975,-4.9211893,-2.908871,101558.74
2021-01-05 22:00:00,NL,3.403778,-4.419819,-3.130001,101536.336
2021-01-05 23:00:00,NL,3.4013672,-4.410276,-3.163583,101518.12
2021-01-06 00:00:00,NL,3.3519287,-4.292235,-3.110556,101481.375
2021-01-06 01:00:00,NL,3.2936707,-4.2014937,-3.244151,101523.01
2021-01-06 02:00:00,NL,3.2773132,-4.0499067,-3.345318,101498.02
2021-01-06 03:00:00,NL,3.222412,-3.9213514,-3.4653673,101486.35
2021-01-06 04:00:00,NL,3.195343,-3.7784116,-3.468407,101486.86
2021-01-06 05:00:00,NL,3.0984497,-3.5714333,-3.4789426,101410.44
2021-01-06 06:00:00,NL,3.0211792,-3.3501673,-3.50581,101448.73
2021-01-06 07:00:00,NL,2.949463,-3.108079,-3.4795306,101437.47
2021-01-06 08:00:00,NL,2.8773499,-2.7116323,-3.41268,101448.58
2021-01-06 09:00:00,NL,2.895935,-2.3885527,-3.5810082,101478.21
2021-01-06 10:00:00,NL,2.9875488,-2.1755266,-3.4817045,101471.71
2021-01-06 11:00:00,NL,3.0475159,-2.10828,-3.7331564,101428.52
2021-01-06 12:00:00,NL,3.0288696,-1.7894552,-3.78425,101384.47
2021-01-06 13:00:00,NL,3.0151672,-1.2666343,-3.8752255,101323.62
2021-01-06 14:00:00,NL,2.992279,-0.8130366,-3.8018036,101308.33
2021-01-06 15:00:00,NL,2.8812256,-0.44023868,-3.6279702,101286.08
2021-01-06 16:00:00,NL,2.6712036,-0.097712696,-3.4210365,101274.24
2021-01-06 17:00:00,NL,2.4665527,0.10239566,-3.3122675,101261.95
2021-01-06 18:00:00,NL,2.3712158,0.29704756,-3.0675995,101254.85
2021-01-06 19:00:00,NL,2.2341003,0.5600975,-2.8984067,101257.445
2021-01-06 20:00:00,NL,2.1958313,0.8471438,-2.7600877,101249.14
2021-01-06 21:00:00,NL,2.1019897,1.1986438,-2.6900003,101217.25
2021-01-06 22:00:00,NL,2.0376892,1.153051,-2.8291626,101199.26
2021-01-06 23:00:00,NL,2.027771,1.2188126,-2.6620133,101159.836
2021-01-07 00:00:00,NL,1.967041,1.392719,-2.5898423,101145.414
2021-01-07 01:00:00,NL,1.9672852,1.5128,-2.4745831,101113.21
2021-01-07 02:00:00,NL,2.0246582,1.7109681,-2.513822,101085.125
2021-01-07 03:00:00,NL,2.1269836,1.8694808,-2.560487,101062.055
2021-01-07 04:00:00,NL,2.231018,1.8548468,-2.6382391,101024.56
2021-01-07 05:00:00,NL,2.2417908,1.844386,-2.801966,100988.73
2021-01-07 06:00:00,NL,2.3666992,1.8962859,-2.9804163,100976.34
2021-01-07 07:00:00,NL,2.347351,1.9734775,-3.0638354,100957.83
2021-01-07 08:00:00,NL,2.462616,2.0085814,-3.115232,100978.97
2021-01-07 09:00:00,NL,2.6751404,2.1660564,-3.1228173,101004.04
2021-01-07 10:00:00,NL,3.146698,2.4435127,-2.5222151,101005.06
2021-01-07 11:00:00,NL,3.4723206,2.825353,-2.8600297,100977.84
2021-01-07 12:00:00,NL,3.6985168,3.0345492,-3.1460185,100940.79
2021-01-07 13:00:00,NL,3.7426758,3.0444872,-3.4371858,100886.516
2021-01-07 14:00:00,NL,3.70224,2.9282658,-3.500789,100881.65
2021-01-07 15:00:00,NL,3.623932,2.6969304,-3.444927,100881.92
2021-01-07 16:00:00,NL,3.4427795,2.513152,-3.2744799,100884.51
2021-01-07 17:00:00,NL,3.3731384,2.4922087,-3.1467106,100882.984
2021-01-07 18:00:00,NL,3.2543945,2.4506872,-3.056279,100891.805
2021-01-07 19:00:00,NL,3.2129211,2.4065292,-3.0151927,100902.46
2021-01-07 20:00:00,NL,3.175537,2.3534598,-2.9056165,100917.19
2021-01-07 21:00:00,NL,3.155426,2.2784417,-2.7719755,100924.15
2021-01-07 22:00:00,NL,3.0709534,1.9852324,-2.6968348,100925.58
2021-01-07 23:00:00,NL,3.05719,2.092398,-2.6468189,100923.6
2021-01-08 00:00:00,NL,3.0275574,2.14896,-2.6123886,100932.16
2021-01-08 01:00:00,NL,3.0449524,2.159513,-2.6455061,100916.336
2021-01-08 02:00:00,NL,2.9799194,1.9632767,-2.6628351,100938.01
2021-01-08 03:00:00,NL,2.955841,1.7878214,-2.6721246,100963.51
2021-01-08 04:00:00,NL,2.9157104,1.4460282,-2.7253838,100957.83
2021-01-08 05:00:00,NL,2.8653564,1.1374688,-2.6553085,100989.64
2021-01-08 06:00:00,NL,2.7811584,0.83632934,-2.611791,101003.05
2021-01-08 07:00:00,NL,2.7527466,0.62906975,-2.4775789,101050.53
2021-01-08 08:00:00,NL,2.7425842,0.4224565,-2.35262,101104.65
2021-01-08 09:00:00,NL,2.858551,0.40449613,-2.3061144,101193.18
2021-01-08 10:00:00,NL,3.1326904,0.14403717,-2.3910086,101259.5
2021-01-08 11:00:00,NL,3.4808655,0.016324764,-2.454959,101282.984
2021-01-08 12:00:00,NL,3.7461548,-0.064583205,-2.4585977,101290.05
2021-01-08 13:00:00,NL,3.8666687,-0.0066071246,-2.4558845,101309.99
2021-01-08 14:00:00,NL,3.963684,0.023310078,-2.4618728,101345.836
2021-01-08 15:00:00,NL,3.681488,-0.02847328,-2.2985435,101382.1
2021-01-08 16:00:00,NL,3.1164856,0.039333045,-2.29096,101440.61
2021-01-08 17:00:00,NL,2.6446533,0.13184822,-2.376483,101510.61
2021-01-08 18:00:00,NL,2.2338562,0.32375386,-2.366575,101554.42
2021-01-08 19:00:00,NL,1.8547668,0.40014556,-2.4429955,101617.99
2021-01-08 20:00:00,NL,1.617218,0.44821888,-2.5606568,101660.766
2021-01-08 21:00:00,NL,1.4082031,0.4843746,-2.6294177,101706.64
2021-01-08 22:00:00,NL,1.5576172,0.38920733,-2.6896007,101762.01
2021-01-08 23:00:00,NL,1.5055542,0.48935068,-2.6708674,101773.77
2021-01-09 00:00:00,NL,1.4282227,0.6049967,-2.5730715,101801.52
2021-01-09 01:00:00,NL,1.3137817,0.6440006,-2.5729988,101812.98
2021-01-09 02:00:00,NL,1.213501,0.7999528,-2.4131296,101862.15
2021-01-09 03:00:00,NL,1.1071167,1.0044138,-2.220543,101891.02
2021-01-09 04:00:00,NL,1.0084534,1.2590696,-2.1193595,101898.53
2021-01-09 05:00:00,NL,1.0101318,1.5722349,-2.0286033,101913.38
2021-01-09 06:00:00,NL,1.0664978,1.7873619,-2.1321945,101948.81
2021-01-09 07:00:00,NL,1.0603943,1.8610005,-2.1890051,101975.84
2021-01-09 08:00:00,NL,1.1687012,1.9152554,-2.1804676,102034.93
2021-01-09 09:00:00,NL,1.6000977,1.8427341,-2.0381114,102072.65
2021-01-09 10:00:00,NL,2.401184,1.8426839,-2.417407,102118.01
2021-01-09 11:00:00,NL,3.1931152,1.878189,-2.3235457,102100.25
2021-01-09 12:00:00,NL,3.8110962,2.0001986,-2.224788,102081.03
2021-01-09 13:00:00,NL,4.081482,2.1406622,-2.3074281,102054.35
2021-01-09 14:00:00,NL,4.1333313,2.161959,-2.4398012,102056.73
2021-01-09 15:00:00,NL,3.8144226,2.2259254,-2.3585641,102082.79
2021-01-09 16:00:00,NL,3.2548828,2.2894206,-2.193653,102112.07
2021-01-09 17:00:00,NL,2.9058838,2.284847,-2.0770552,102124.59
2021-01-09 18:00:00,NL,2.5979614,2.3545983,-1.8213584,102139.25
2021-01-09 19:00:00,NL,2.375183,2.4771943,-1.6180539,102155.67
2021-01-09 20:00:00,NL,2.1575623,2.6372876,-1.4060658,102156.04
2021-01-09 21:00:00,NL,1.9944763,2.8401356,-1.2176821,102175.82
2021-01-09 22:00:00,NL,1.7086792,2.7451258,-0.9208283,102186.414
2021-01-09 23:00:00,NL,1.5571289,3.078858,-0.63611716,102178.94
2021-01-10 00:00:00,NL,1.449646,3.3289962,-0.44597822,102158.69
2021-01-10 01:00:00,NL,1.4942322,3.3547585,-0.09773734,102142.5
2021-01-10 02:00:00,NL,1.5532837,3.3620367,0.08879036,102136.65
2021-01-10 03:00:00,NL,1.480957,3.3967226,0.2987614,102118.21
2021-01-10 04:00:00,NL,1.5122681,3.4607432,0.39397338,102085.25
2021-01-10 05:00:00,NL,1.4323425,3.45005,0.5754889,102058.75
2021-01-10 06:00:00,NL,1.4597778,3.4155848,0.8440896,102051.02
2021-01-10 07:00:00,NL,1.6056213,3.4852145,1.0699831,102029.1
2021-01-10 08:00:00,NL,1.6805725,3.5135388,1.2531896,102061.54
2021-01-10 09:00:00,NL,2.1459656,3.546596,1.533927,102074.625
2021-01-10 10:00:00,NL,2.837738,3.4631658,1.4066758,102086.12
2021-01-10 11:00:00,NL,3.5572815,3.5789704,1.6589496,102063.51
2021-01-10 12:00:00,NL,4.1529846,3.8235633,1.6945996,102018.4
2021-01-10 13:00:00,NL,4.5140076,4.093662,1.640987,101979.56
2021-01-10 14:00:00,NL,4.5967407,4.2116046,1.5616184,101959.5
2021-01-10 15:00:00,NL,4.4604797,4.109278,1.5234014,101962.414
2021-01-10 16:00:00,NL,4.0473022,4.146933,1.4999374,101946.93
2021-01-10 17:00:00,NL,3.806488,4.175852,1.4471232,101949.016
2021-01-10 18:00:00,NL,3.669342,4.172709,1.6009188,101925.016
2021-01-10 19:00:00,NL,3.5856628,4.2343764,1.7874985,101934.25
2021-01-10 20:00:00,NL,3.5207825,4.304948,2.0499759,101918.414
2021-01-10 21:00:00,NL,3.5005188,4.270029,2.4312918,101882.125
2021-01-10 22:00:00,NL,3.438263,4.285594,2.5222497,101871.71
2021-01-10 23:00:00,NL,3.4447937,4.5361724,2.9452517,101822.37
2021-01-11 00:00:00,NL,3.4519958,4.7074614,3.193971,101795.76
2021-01-11 01:00:00,NL,3.4181213,4.7711244,3.3740258,101731.984
2021-01-11 02:00:00,NL,3.4935913,4.9531884,3.4817502,101688.85
2021-01-11 03:00:00,NL,3.5527344,5.2619586,3.4671738,101681.99
2021-01-11 04:00:00,NL,3.637909,5.487585,3.5852783,101626.9
2021-01-11 05:00:00,NL,3.6654663,5.575004,3.6756487,101566.98
2021-01-11 06:00:00,NL,3.676361,5.591026,3.879916,101525.266
2021-01-11 07:00:00,NL,3.7532043,5.62036,4.1442795,101473.484
2021-01-11 08:00:00,NL,3.8397827,5.799279,4.2061195,101455.836
2021-01-11 09:00:00,NL,3.9763794,5.931847,4.1936803,101436.4
2021-01-11 10:00:00,NL,4.181122,5.6694303,4.5375547,101421.125
2021-01-11 11:00:00,NL,4.4599,6.2257066,4.890952,101351.38
2021-01-11 12:00:00,NL,4.6674805,6.520744,4.713257,101262.875
2021-01-11 13:00:00,NL,4.9129333,6.793128,4.5300803,101147.62
2021-01-11 14:00:00,NL,5.213867,6.956623,4.5637054,101079.805
2021-01-11 15:00:00,NL,5.4198914,7.339744,4.433011,101039.27
2021-01-11 16:00:00,NL,5.5814514,7.5112505,4.347584,100980.3
2021-01-11 17:00:00,NL,5.7388306,7.5155544,4.496644,100899.984
2021-01-11 18:00:00,NL,5.933136,7.5406446,4.6505437,100828.234
2021-01-11 19:00:00,NL,6.1240234,7.730385,4.586928,100787.414
2021-01-11 20:00:00,NL,6.252075,7.97681,4.4215546,100714.125
2021-01-11 21:00:00,NL,6.418274,8.082883,4.2963004,100624.914
2021-01-11 22:00:00,NL,6.51416,7.9915094,4.130238,100573.62
2021-01-11 23:00:00,NL,6.604309,8.136234,4.139812,100505.67
2021-01-12 00:00:00,NL,6.685486,8.4169035,3.8310502,100432.46
2021-01-12 01:00:00,NL,6.7923584,8.496422,3.0564673,100337.24
2021-01-12 02:00:00,NL,6.918579,7.9917474,2.0979607,100281.72
2021-01-12 03:00:00,NL,6.930847,7.2786913,1.0575132,100212.96
2021-01-12 04:00:00,NL,6.946686,6.5738564,0.118568525,100158.61
2021-01-12 05:00:00,NL,6.844391,5.876004,-0.70737857,100120.87
2021-01-12 06:00:00,NL,6.7513123,5.30353,-1.7345728,100101.1
2021-01-12 07:00:00,NL,6.5653076,4.909299,-2.692554,100130.21
2021-01-12 08:00:00,NL,6.3432617,4.7718024,-3.4724352,100207.16
2021-01-12 09:00:00,NL,6.2157593,4.7825294,-4.172437,100291.62
2021-01-12 10:00:00,NL,6.22348,4.414584,-4.634103,100393.98
2021-01-12 11:00:00,NL,6.2816772,4.795558,-4.9225965,100483.445
2021-01-12 12:00:00,NL,6.2457275,4.867514,-5.2700315,100513.016
2021-01-12 13:00:00,NL,6.111328,4.6263194,-5.422003,100545.63
2021-01-12 14:00:00,NL,5.938751,4.5008497,-5.535442,100624.53
2021-01-12 15:00:00,NL,5.6247253,4.3518686,-5.392072,100720.38
2021-01-12 16:00:00,NL,5.0767517,4.2465253,-5.2006283,100829.83
2021-01-12 17:00:00,NL,4.6273193,4.105945,-4.7229447,100907.37
2021-01-12 18:00:00,NL,4.1566772,4.1914616,-4.1654987,100982.08
2021-01-12 19:00:00,NL,3.9693604,4.43153,-3.7596579,101067.836
2021-01-12 20:00:00,NL,3.720581,4.7002263,-3.479156,101138.23
2021-01-12 21:00:00,NL,3.6263733,4.977179,-3.086656,101186.09
2021-01-12 22:00:00,NL,3.3016968,5.082881,-2.645381,101240.98
2021-01-12 23:00:00,NL,3.2056274,5.6267123,-2.394488,101270.06
2021-01-13 00:00:00,NL,3.1798706,6.029946,-2.2655392,101294.41
2021-01-13 01:00:00,NL,3.0557556,6.459601,-1.8408027,101272.36
2021-01-13 02:00:00,NL,3.1048584,6.727374,-1.9446516,101290.48
2021-01-13 03:00:00,NL,3.1730347,6.806815,-1.8071903,101308.02
2021-01-13 04:00:00,NL,3.307373,6.805947,-1.7064755,101289.68
2021-01-13 05:00:00,NL,3.3337402,6.908821,-1.6912357,101269.125
2021-01-13 06:00:00,NL,3.38797,6.89709,-1.6863558,101244.55
2021-01-13 07:00:00,NL,3.5128174,6.7394114,-1.4163066,101233.086
2021-01-13 08:00:00,NL,3.5331726,6.6767645,-1.1813084,101240.11
2021-01-13 09:00:00,NL,3.8225403,6.8557506,-1.0489073,101226.305
2021-01-13 10:00:00,NL,4.3320923,6.669322,-0.81362885,101232.44
2021-01-13 11:00:00,NL,4.8628235,7.167284,-1.0468496,101202.86
2021-01-13 12:00:00,NL,5.3082886,7.2693367,-1.504511,101160.04
2021-01-13 13:00:00,NL,5.4216003,7.0568814,-1.9817026,101105.555
2021-01-13 14:00:00,NL,5.395691,6.6808023,-2.5887883,101068.45
2021-01-13 15:00:00,NL,5.213135,6.0557613,-3.302375,101051.56
2021-01-13 16:00:00,NL,4.989929,5.2291284,-3.8035154,101051.08
2021-01-13 17:00:00,NL,4.8237305,4.371695,-4.2158213,101048.46
2021-01-13 18:00:00,NL,4.663666,3.640688,-4.397825,101060.12
2021-01-13 19:00:00,NL,4.5119934,2.9635737,-4.3919387,101129.414
2021-01-13 20:00:00,NL,4.358734,2.3476481,-4.3333397,101165.68
2021-01-13 21:00:00,NL,4.167816,1.771528,-4.2837887,101235.44
2021-01-13 22:00:00,NL,3.9239807,0.95965356,-4.089537,101283.72
2021-01-13 23:00:00,NL,3.7871094,0.5744132,-3.6973088,101357.19
2021-01-14 00:00:00,NL,3.5823975,0.20055987,-3.321937,101399.09
2021-01-14 01:00:00,NL,3.3545227,-0.32121485,-2.9724529,101405.234
2021-01-14 02:00:00,NL,3.0975647,-0.96975756,-2.715514,101473.086
2021-01-14 03:00:00,NL,2.7280884,-1.5075175,-2.3047671,101487.875
2021-01-14 04:00:00,NL,2.306488,-1.9848801,-2.0031672,101521.32
2021-01-14 05:00:00,NL,1.9625854,-2.445481,-1.5411532,101542.16
2021-01-14 06:00:00,NL,1.6517334,-2.7858682,-1.1276902,101558.734
2021-01-14 07:00:00,NL,1.4019775,-3.1515925,-0.6044486,101591.78
2021-01-14 08:00:00,NL,1.3252563,-3.5181375,-0.2747913,101637.39
2021-01-14 09:00:00,NL,1.6264343,-3.940804,0.040811356,101680.65
2021-01-14 10:00:00,NL,2.0346375,-4.085834,0.6804022,101719.33
2021-01-14 11:00:00,NL,2.2324219,-4.4315248,0.84533197,101708.02
2021-01-14 12:00:00,NL,2.3337097,-4.7536693,1.1163762,101692.09
2021-01-14 13:00:00,NL,2.40271,-4.8726993,1.0341369,101632.65
2021-01-14 14:00:00,NL,2.3365173,-5.0841913,0.48433098,101619.49
2021-01-14 15:00:00,NL,2.194397,-5.1803493,-0.050998855,101615.3
2021-01-14 16:00:00,NL,2.0101013,-5.4196057,-0.45434707,101658.82
2021-01-14 17:00:00,NL,1.9229736,-5.5817876,-0.7116492,101684.29
2021-01-14 18:00:00,NL,1.7510376,-5.6159015,-0.975506,101722.02
2021-01-14 19:00:00,NL,1.6122437,-5.514652,-1.2713795,101780.48
2021-01-14 20:00:00,NL,1.4595642,-5.2184386,-1.5223072,101814.97
2021-01-14 21:00:00,NL,1.3147583,-4.7965717,-1.808504,101878.92
2021-01-14 22:00:00,NL,1.1939697,-4.637979,-2.1859143,101943.695
2021-01-14 23:00:00,NL,1.0087891,-4.2520604,-2.407409,101973.47
2021-01-15 00:00:00,NL,0.91778564,-3.8663695,-2.6323,102027.586
2021-01-15 01:00:00,NL,0.8904724,-3.3658547,-2.7924964,102069.47
2021-01-15 02:00:00,NL,0.79953,-2.9061334,-2.949674,102152.09
2021-01-15 03:00:00,NL,0.84472656,-2.517699,-3.0427592,102184.734
2021-01-15 04:00:00,NL,0.9848938,-2.2788482,-3.1705115,102228.56
2021-01-15 05:00:00,NL,1.0864563,-2.1105757,-3.2354095,102253.305
2021-01-15 06:00:00,NL,1.2071533,-1.8580267,-3.2568605,102312.91
2021-01-15 07:00:00,NL,1.3135071,-1.5366722,-3.1807132,102372.07
2021-01-15 08:00:00,NL,1.346283,-1.2036484,-3.1497703,102447.586
2021-01-15 09:00:00,NL,1.553833,-0.9730788,-3.1004152,102497.1
2021-01-15 10:00:00,NL,1.8226929,-1.1725276,-2.5961292,102594.95
2021-01-15 11:00:00,NL,2.0532227,-0.87246686,-2.465721,102628.47
2021-01-15 12:00:00,NL,2.2417297,-0.44348934,-2.4542272,102645.52
2021-01-15 13:00:00,NL,2.343048,-0.19534753,-2.439285,102620.49
2021-01-15 14:00:00,NL,2.38797,-0.023667434,-2.4467254,102615.01
2021-01-15 15:00:00,NL,2.2782898,0.29727048,-2.1532843,102629.25
2021-01-15 16:00:00,NL,1.9996948,0.47602472,-2.0412233,102650.46
